gyroscope	 104.0Hz
cycle sample index,gyro X,gyro Y,gyro Z
2493,-0.816,-0.117,-163.030
2494,-3.402,-0.466,-55.617
2495,0.652,0.186,-28.356
2496,0.419,0.769,-76.564
2497,1.748,2.843,-200.730
2498,5.545,4.777,-338.479
2499,4.543,3.681,-402.065
2500,2.516,2.237,-315.272
2501,6.804,0.047,-176.614
2502,2.773,-0.117,-61.023
2503,-0.186,0.140,-13.677
2504,1.608,0.256,-62.491
2505,3.775,1.072,-186.167
2506,5.382,2.074,-328.880
2507,4.916,2.633,-394.492
2508,3.588,2.004,-344.724
2509,2.656,1.002,-235.913
2510,1.748,0.256,-104.407
2511,1.468,0.163,-19.386
2512,0.513,-0.047,-29.544
2513,3.006,-0.047,-126.356
2514,4.124,-0.792,-287.406
2515,3.518,0.023,-414.926
2516,4.520,3.355,-393.980
2517,3.775,1.981,-242.367
2518,2.004,0.140,-75.655
2519,0.443,-0.163,-3.355
2520,-0.210,0.163,-28.053
2521,0.023,0.839,-124.445
2522,1.235,1.631,-272.284
2523,4.171,1.934,-399.478
2524,4.380,2.330,-413.319
2525,4.730,2.982,-318.791
2526,2.843,2.167,-164.475
2527,2.540,0.862,-35.323
2528,0.280,-0.023,-9.227
2529,0.303,0.396,-67.640
2530,1.072,2.050,-200.264
2531,5.219,4.101,-348.428
2532,3.775,3.262,-410.033
2533,5.802,0.839,-320.375
2534,5.126,0.070,-179.829
2535,1.584,0.023,-53.497
2536,0.023,0.000,-7.573
2537,1.375,0.256,-56.736
2538,3.798,1.002,-187.821
2539,4.730,2.190,-336.196
2540,5.266,2.586,-400.224
2541,3.658,1.654,-368.490
2542,2.260,0.536,-262.125
2543,0.909,-0.047,-113.378
2544,1.048,0.117,-19.549
2545,0.023,0.000,-25.607
2546,2.913,0.326,-112.679
2547,4.101,0.093,-269.301
2548,4.520,0.885,-401.552
2549,5.406,3.332,-388.458
2550,2.400,2.516,-266.179
2551,1.445,0.606,-110.931
2552,0.163,-0.023,-9.530
2553,0.070,0.047,-12.862
2554,0.303,0.629,-101.285
2555,1.817,1.515,-265.900
2556,3.448,1.934,-402.927
2557,4.777,3.588,-433.660
2558,5.406,4.404,-345.329
2559,3.961,2.982,-182.928
2560,3.052,1.072,-44.503
2561,-0.140,-0.117,-7.200
2562,1.258,0.373,-55.477
2563,1.375,1.258,-169.135
2564,4.031,2.913,-316.344
2565,1.748,3.029,-388.714
2566,7.875,0.885,-336.312
2567,6.431,0.373,-225.684
2568,2.377,0.373,-104.268
2569,0.699,0.047,-23.207
2570,0.769,0.070,-24.325
2571,2.773,0.676,-122.908
2572,5.359,1.538,-271.701
2573,4.427,1.328,-384.660
2574,0.629,0.419,-419.050
2575,0.140,0.676,-343.628
2576,2.074,1.002,-188.054
2577,2.610,0.676,-45.621
2578,0.023,0.093,-17.615
2579,-0.536,0.303,-55.431
2580,2.190,1.282,-142.293
2581,5.825,1.748,-277.177
2582,7.992,1.911,-361.197
2583,1.258,3.728,-345.586
2584,1.957,2.307,-269.488
2585,1.165,1.235,-166.758
2586,0.722,0.419,-70.133
2587,0.093,-0.023,-11.650
2588,0.186,0.140,-44.783
2589,1.794,0.862,-164.871
2590,4.590,2.144,-321.889
2591,9.180,3.891,-426.786
2592,7.456,3.612,-417.769
2593,2.260,2.004,-291.227
2594,0.792,1.048,-124.236
2595,0.233,0.117,-18.221
2596,0.885,0.140,-13.957
2597,0.233,0.303,-78.032
2598,0.280,1.468,-191.386
2599,1.118,3.215,-285.751
2600,9.553,1.701,-335.613
2601,9.250,0.955,-314.969
2602,4.520,1.375,-253.085
2603,2.656,0.909,-150.565
2604,1.258,0.256,-44.829
2605,0.559,0.047,-15.005
2606,1.678,0.419,-78.195
2607,3.565,0.885,-214.290
2608,5.639,0.280,-376.621
2609,4.870,-1.445,-462.715
2610,3.775,-0.816,-402.857
2611,3.215,0.419,-231.905
2612,0.373,0.583,-43.897
2613,0.955,-0.373,0.909
2614,0.326,-0.070,-22.321
2615,0.210,0.419,-93.200
2616,2.283,0.885,-204.388
2617,4.031,1.398,-318.418
2618,3.052,2.050,-374.361
2619,2.796,1.957,-340.646
2620,4.357,1.328,-236.681
2621,0.210,0.023,-121.183
2622,-2.377,-0.559,-46.437
2623,0.606,0.140,-47.206
2624,0.606,0.932,-137.610
2625,2.843,3.262,-277.853
2626,5.569,5.988,-379.510
2627,5.545,5.452,-384.124
2628,2.237,2.563,-283.421
2629,3.868,-0.676,-110.465
2630,0.117,-0.023,-13.025
2631,0.023,0.419,-26.096
2632,0.885,1.188,-91.336
2633,-0.419,3.355,-198.563
2634,8.877,2.749,-322.006
2635,10.205,2.214,-392.139
2636,4.753,2.330,-367.371
2637,1.794,1.701,-235.190
2638,3.681,1.165,-80.222
2639,0.979,0.210,-15.168
2640,-0.303,-0.117,-16.357
2641,1.748,0.443,-102.334
2642,5.243,0.513,-266.762
2643,6.175,-1.165,-420.728
2644,4.287,-0.536,-461.224
2645,4.660,2.330,-329.975
2646,1.002,1.375,-116.780
2647,0.885,-0.186,-6.990
2648,0.746,-0.256,-11.464
2649,-0.606,0.513,-68.432
2650,2.050,0.746,-179.107
2651,2.679,1.351,-297.727
2652,4.241,1.817,-376.505
2653,6.897,1.817,-371.868
2654,6.291,0.816,-281.208
2655,-0.070,-0.350,-144.600
2656,-3.821,-0.746,-57.504
2657,0.676,0.256,-49.559
2658,0.606,1.002,-111.630
2659,2.679,3.262,-236.495
2660,5.592,5.079,-353.694
2661,5.149,3.728,-386.337
2662,2.097,1.188,-284.283
2663,5.825,-0.769,-133.532
2664,2.516,-0.513,-36.954
2665,-1.142,0.699,-34.950
2666,0.256,1.258,-110.372
2667,4.078,1.841,-226.243
2668,6.850,2.214,-347.310
2669,4.800,2.796,-399.688
2670,1.328,2.144,-324.965
2671,1.724,1.584,-166.269
2672,5.266,1.351,-59.625
2673,0.862,0.210,-42.033
2674,1.398,0.163,-96.788
2675,2.283,-0.163,-225.730
2676,5.173,-0.256,-355.092
2677,4.777,0.722,-399.642
2678,3.285,3.402,-302.201
2679,1.864,1.608,-138.286
2680,1.188,-0.093,-18.873
2681,0.280,-0.070,-11.557
2682,0.303,0.606,-89.635
2683,2.633,1.165,-228.363
2684,3.518,1.887,-363.131
2685,6.780,2.074,-418.748
2686,7.759,1.538,-355.442
2687,3.751,0.513,-211.541
2688,-3.775,-0.722,-72.463
2689,-0.419,-0.140,-22.485
2690,1.118,0.303,-40.845
2691,1.002,1.375,-144.274
2692,2.796,3.891,-297.122
2693,6.804,4.963,-409.521
2694,2.959,2.377,-385.196
2695,5.056,0.373,-235.936
2696,4.637,-0.652,-85.371
2697,-0.652,0.186,-11.324
2698,0.466,0.256,-35.206
2699,2.167,0.885,-130.457
2700,5.196,1.678,-269.930
2701,4.870,2.656,-386.151
2702,3.495,2.633,-381.514
2703,1.445,1.911,-267.158
2704,4.194,1.538,-126.612
2705,3.169,0.629,-53.310
2706,0.163,-0.093,-73.581
2707,2.097,-0.163,-156.320
2708,4.590,-0.513,-270.257
2709,4.078,-0.350,-348.079
2710,4.613,1.957,-327.831
2711,4.543,1.515,-210.749
2712,-1.748,1.468,-97.580
2713,0.466,0.140,-46.833
2714,1.095,0.186,-79.383
2715,1.421,0.769,-168.832
2716,2.819,1.282,-277.317
2717,5.545,1.538,-346.634
2718,7.083,1.608,-335.171
2719,6.291,0.629,-258.980
2720,0.070,-0.396,-142.806
2721,-3.821,-0.885,-70.902
2722,0.862,0.210,-66.941
2723,1.678,1.072,-128.453
2724,4.753,2.447,-248.075
2725,4.683,3.565,-346.285
2726,4.753,2.936,-355.442
2727,2.493,-0.466,-257.069
2728,4.287,-1.142,-132.228
2729,0.909,-0.163,-54.802
2730,0.070,0.350,-45.458
2731,0.769,0.932,-110.279
2732,3.612,1.561,-223.866
2733,4.823,2.283,-338.479
2734,3.169,2.586,-377.949
2735,0.186,2.190,-287.219
2736,3.495,2.004,-146.510
2737,5.196,1.515,-75.748
2738,1.468,0.536,-75.445
2739,1.282,0.466,-146.743
2740,4.217,0.769,-259.842
2741,4.287,-0.862,-333.563
2742,4.101,0.443,-331.885
2743,2.307,3.565,-241.924
2744,1.538,1.957,-125.121
2745,0.652,0.583,-53.893
2746,0.676,0.256,-58.553
2747,2.423,0.443,-133.462
2748,3.006,1.165,-251.850
2749,4.474,1.631,-351.224
2750,6.990,1.817,-366.160
2751,7.852,1.282,-290.528
2752,3.448,0.117,-165.407
2753,-3.332,-0.932,-66.079
2754,-0.419,-0.280,-54.056
2755,0.816,0.140,-94.668
2756,2.703,1.561,-202.221
2757,4.660,2.400,-324.942
2758,6.268,3.845,-376.761
2759,3.402,0.769,-321.144
2760,2.167,-1.095,-192.365
2761,2.726,-0.816,-80.175
2762,-0.466,0.140,-24.139
2763,0.210,0.443,-52.868
2764,1.375,1.258,-159.931
2765,5.802,1.724,-291.460
2766,4.846,2.586,-389.390
2767,3.099,2.423,-361.872
2768,2.027,1.794,-228.270
2769,4.474,1.375,-95.926
2770,2.610,0.559,-41.404
2771,0.699,0.070,-59.438
2772,1.282,-0.163,-168.343
2773,3.938,-0.466,-308.469
2774,4.567,-0.280,-395.145
2775,4.474,2.353,-357.305
2776,3.029,2.190,-199.937
2777,0.303,0.536,-48.371
2778,1.328,-0.419,-2.843
2779,-0.932,0.489,-43.105
2780,2.120,0.699,-158.650
2781,2.726,1.468,-294.931
2782,4.520,2.027,-395.774
2783,7.013,1.911,-395.238
2784,5.569,0.955,-290.644
2785,-0.606,-0.047,-132.647
2786,-2.447,-0.466,-32.480
2787,1.142,0.186,-17.219
2788,0.862,0.676,-76.331
2789,1.794,2.586,-217.226
2790,4.497,4.986,-363.084
2791,6.105,4.427,-425.924
2792,1.934,2.144,-327.225
2793,6.268,-0.350,-154.712
2794,2.144,-0.419,-28.706
2795,-1.491,0.489,-11.417
2796,1.584,0.443,-73.325
2797,3.285,1.421,-189.382
2798,6.780,1.911,-321.260
2799,5.056,2.796,-402.508
2800,3.052,2.307,-353.112
2801,1.911,1.538,-215.642
2802,4.846,1.165,-80.478
2803,1.887,0.280,-24.465
2804,0.676,-0.093,-48.301
2805,2.889,-0.396,-155.178
2806,3.984,-1.375,-306.115
2807,3.938,-0.629,-410.593
2808,6.804,1.794,-379.953
2809,2.074,1.515,-230.157
2810,-0.676,0.746,-83.065
2811,0.885,-0.233,-8.528
2812,-0.909,0.303,-28.100
2813,0.466,0.746,-126.449
2814,2.283,1.421,-275.406
2815,5.312,1.864,-395.424
2816,6.920,1.957,-405.304
2817,6.641,1.375,-307.723
2818,0.233,0.303,-156.366
2819,-2.353,-0.280,-45.365
2820,0.839,0.186,-22.857
2821,0.699,0.792,-82.226
2822,1.328,2.633,-211.681
2823,5.476,4.730,-350.945
2824,4.707,3.472,-406.888
2825,3.052,1.701,-312.453
2826,6.221,-0.140,-168.622
2827,2.330,-0.163,-52.402
2828,-0.256,0.140,-12.862
2829,1.701,0.350,-73.535
2830,4.101,1.165,-205.483
2831,5.429,2.214,-344.887
2832,5.149,2.563,-398.803
2833,3.355,1.748,-347.123
2834,2.190,0.722,-236.472
2835,0.606,0.023,-98.536
2836,0.792,0.117,-16.427
2837,-0.023,0.047,-33.039
2838,4.311,0.489,-130.154
2839,4.031,-0.350,-297.238
2840,4.031,0.722,-424.340
2841,5.476,3.705,-397.917
2842,2.913,2.540,-255.508
2843,1.351,0.536,-88.284
2844,0.303,-0.093,-3.821
2845,0.163,0.000,-12.512
2846,0.070,0.652,-101.378
2847,1.515,1.538,-268.020
2848,3.542,2.004,-405.769
2849,5.266,3.332,-433.963
2850,6.058,3.984,-345.096
2851,3.681,2.633,-178.268
2852,2.330,0.862,-37.839
2853,0.280,-0.047,-6.990
2854,1.165,0.326,-53.846
2855,0.699,1.188,-169.228
2856,4.380,3.169,-320.561
2857,2.470,3.052,-397.382
2858,6.990,0.652,-338.433
2859,6.105,0.256,-224.123
2860,2.260,0.280,-97.813
2861,0.536,0.000,-17.102
2862,0.932,0.093,-30.337
2863,2.773,0.746,-137.493
2864,5.382,1.654,-280.579
2865,4.753,1.584,-373.802
2866,1.235,0.583,-392.116
2867,-0.652,0.303,-318.418
2868,1.095,0.652,-178.362
2869,2.633,0.722,-47.788
2870,-0.163,0.140,-22.834
2871,-0.070,0.513,-65.496
2872,3.565,1.515,-165.337
2873,5.639,1.608,-306.628
2874,7.992,2.144,-382.260
2875,1.561,3.751,-338.386
2876,1.654,2.050,-235.097
2877,0.559,0.932,-119.040
2878,-0.117,0.210,-36.465
2879,-0.140,0.093,-22.508
2880,1.235,0.559,-99.747
2881,2.353,1.235,-242.064
2882,4.171,2.656,-372.684
2883,7.689,4.590,-427.182
2884,6.035,4.404,-361.709
2885,2.796,2.447,-210.213
2886,2.004,1.072,-69.364
2887,0.373,0.047,-10.695
2888,2.190,0.350,-36.581
2889,1.375,0.466,-128.826
2890,0.303,1.934,-272.330
2891,2.633,2.913,-353.904
2892,10.462,0.839,-348.987
2893,6.641,0.979,-272.214
2894,3.751,0.792,-161.982
2895,1.468,0.256,-51.353
2896,0.350,0.047,-20.178
2897,1.934,0.443,-82.692
2898,3.355,0.885,-208.745
2899,2.749,0.559,-345.353
2900,-0.326,0.186,-424.526
2901,3.146,1.631,-385.149
2902,3.612,1.515,-236.542
2903,1.981,0.606,-75.236
2904,0.629,0.093,-11.137
2905,0.699,0.163,-33.156
2906,3.751,0.862,-122.605
2907,3.029,1.421,-230.973
2908,4.520,1.841,-315.226
2909,2.726,2.283,-347.613
2910,1.911,2.050,-310.939
2911,2.260,1.375,-223.284
2912,0.583,0.443,-106.481
2913,-0.816,-0.140,-20.481
2914,0.513,0.070,-17.289
2915,1.515,0.583,-98.536
2916,4.031,1.724,-255.112
2917,6.128,3.751,-413.808
2918,5.499,5.545,-468.796
2919,4.311,4.078,-375.060
2920,1.841,0.792,-174.354
2921,1.328,-0.489,-8.877
2922,-0.792,0.210,-0.513
2923,0.443,0.326,-34.158
2924,-0.117,1.584,-114.822
2925,2.144,2.749,-232.627
2926,9.786,2.050,-342.860
2927,9.833,1.911,-390.927
2928,5.289,2.167,-341.974
2929,2.307,1.165,-197.957
2930,2.027,0.489,-48.138
2931,-0.583,-0.163,-4.777
2932,0.350,0.140,-42.220
2933,3.542,0.862,-163.846
2934,6.221,0.117,-328.670
2935,4.893,-1.771,-439.368
2936,3.868,-0.350,-420.285
2937,4.008,1.771,-254.483
2938,-0.117,1.048,-58.390
2939,2.679,-0.909,-1.584
2940,0.117,-0.047,-23.044
2941,0.070,0.419,-100.889
2942,2.330,0.885,-227.851
2943,2.120,1.771,-341.741
2944,3.775,1.981,-385.382
2945,6.244,1.771,-340.576
2946,4.217,0.629,-220.162
2947,-1.864,-0.536,-88.657
2948,-1.258,-0.326,-34.740
2949,0.466,0.140,-51.516
2950,0.583,1.188,-150.029
2951,3.355,3.961,-295.095
2952,6.314,5.848,-394.469
2953,5.079,3.751,-382.982
2954,2.214,0.559,-240.316
2955,6.314,-1.584,-79.173
2956,-0.955,0.256,-11.254
2957,-0.792,0.746,-38.305
2958,0.350,1.515,-119.249
2959,3.029,2.586,-240.782
2960,8.598,2.283,-352.692
2961,5.149,2.726,-399.758
2962,1.864,2.307,-326.480
2963,1.608,1.701,-169.298
2964,4.986,1.351,-55.151
2965,0.419,0.233,-32.247
2966,1.491,0.396,-62.025
2967,3.425,0.396,-179.363
2968,3.635,-0.396,-332.305
2969,5.149,-0.163,-423.757
2970,4.683,2.470,-376.295
2971,1.375,2.936,-202.407
2972,0.862,0.396,-39.284
2973,1.584,-0.489,-2.447
2974,-0.256,0.373,-42.895
2975,2.050,0.885,-158.953
2976,2.726,1.678,-300.547
2977,4.870,2.074,-403.043
2978,6.664,1.981,-393.956
2979,6.198,1.258,-282.629
2980,0.862,0.210,-127.544
2981,-2.982,-0.629,-33.482
2982,1.421,0.186,-23.859
2983,0.816,0.536,-89.542
2984,1.421,2.470,-235.610
2985,5.336,5.103,-378.695
2986,5.708,3.868,-423.035
2987,4.008,0.536,-310.636
2988,4.800,-0.513,-141.291
2989,1.771,-0.396,-26.981
2990,-0.839,0.396,-19.525
2991,0.746,0.769,-88.773
2992,3.798,1.445,-210.632
2993,5.965,2.190,-344.887
2994,4.427,2.819,-402.880
2995,1.981,2.167,-325.711
2996,2.027,1.608,-181.041
2997,5.382,1.305,-70.156
2998,0.280,0.047,-59.858
2999,1.142,-0.047,-124.492
3000,3.146,-0.280,-232.371
3001,5.149,-0.350,-328.320
3002,4.147,0.792,-349.151
3003,4.078,2.563,-256.370
3004,1.282,1.375,-132.321
3005,-0.233,0.536,-48.417
3006,0.419,0.140,-48.301
3007,1.911,0.466,-131.762
3008,2.120,1.235,-249.753
3009,4.031,1.678,-349.617
3010,6.547,1.841,-370.307
3011,6.850,1.188,-300.127
3012,2.377,0.140,-171.698
3013,-3.821,-0.839,-66.219
3014,0.163,0.000,-41.334
3015,0.606,0.513,-80.245
3016,2.027,2.330,-198.889
3017,5.266,4.427,-332.444
3018,5.965,4.217,-394.749
3019,2.726,1.048,-319.769
3020,4.101,-0.583,-163.822
3021,3.448,-0.862,-40.356
3022,-1.212,0.466,-16.986
3023,0.792,0.652,-79.616
3024,1.864,1.748,-192.761
3025,6.431,2.027,-314.876
3026,4.963,2.703,-392.954
3027,2.400,2.307,-346.494
3028,1.072,1.678,-197.701
3029,5.056,1.538,-74.397
3030,1.095,0.373,-43.221
3031,1.421,0.350,-70.832
3032,1.654,0.256,-185.491
3033,4.357,0.280,-323.078
3034,4.963,-0.233,-395.704
3035,4.846,2.400,-345.889
3036,1.002,3.029,-190.641
3037,1.002,0.489,-44.736
3038,1.398,-0.396,-4.800
3039,-0.070,0.443,-55.780
3040,2.749,0.862,-178.082
3041,2.866,1.748,-315.179
3042,5.336,2.050,-402.787
3043,7.083,1.864,-376.644
3044,5.545,0.909,-258.467
3045,-0.746,-0.233,-105.875
3046,-2.773,-0.629,-30.570
3047,1.515,0.256,-32.038
3048,0.769,0.699,-106.388
3049,1.981,2.959,-252.246
3050,6.081,5.219,-383.774
3051,5.196,3.588,-409.358
3052,4.031,0.163,-285.891
3053,4.637,-0.769,-120.508
3054,1.118,-0.280,-21.669
3055,-0.606,0.419,-27.331
3056,0.466,1.025,-105.269
3057,4.031,1.608,-225.567
3058,6.221,2.190,-346.867
3059,4.590,2.726,-392.768
3060,1.841,1.957,-310.240
3061,1.678,1.351,-160.887
3062,4.777,1.165,-57.202
3063,0.979,0.210,-33.901
3064,1.025,0.070,-90.148
3065,2.377,-0.233,-226.360
3066,4.986,-0.466,-361.476
3067,4.497,0.606,-409.288
3068,3.518,3.215,-307.886
3069,1.981,1.421,-133.066
3070,1.515,-0.256,-14.073
3071,0.489,-0.140,-9.180
3072,-0.163,0.606,-77.682
3073,2.423,1.025,-209.094
3074,2.516,1.864,-341.415
3075,5.476,2.074,-414.414
3076,6.175,1.701,-366.812
3077,3.192,0.932,-230.414
3078,-1.282,0.093,-84.532
3079,-0.070,-0.023,-14.097
3080,1.002,0.210,-23.673
3081,0.932,1.118,-120.205
3082,2.610,3.518,-275.942
3083,5.918,5.243,-404.931
3084,4.031,3.472,-413.831
3085,3.285,1.515,-266.599
3086,6.338,-0.909,-98.140
3087,-0.303,0.093,-10.415
3088,0.210,0.210,-26.073
3089,1.491,0.839,-111.537
3090,5.126,1.468,-237.171
3091,5.988,2.283,-361.010
3092,4.613,2.703,-393.118
3093,2.749,1.981,-299.824
3094,3.192,1.212,-164.661
3095,3.588,0.652,-53.008
3096,0.792,0.023,-21.063
3097,1.491,-0.163,-77.985
3098,3.448,-0.885,-213.964
3099,3.868,-1.491,-356.327
3100,4.753,0.443,-418.352
3101,7.316,1.305,-327.318
3102,-1.328,1.538,-171.511
3103,0.489,0.093,-47.392
3104,-0.186,0.000,-7.316
3105,-0.746,0.419,-51.819
3106,1.095,0.932,-170.696
3107,3.169,1.561,-319.047
3108,5.988,1.911,-409.404
3109,7.200,1.771,-383.495
3110,5.056,1.048,-264.152
3111,-1.817,0.000,-117.409
3112,-1.188,-0.093,-31.828
3113,0.792,0.280,-31.385
3114,0.396,1.188,-110.489
3115,2.610,3.565,-250.615
3116,6.268,4.730,-376.318
3117,2.819,2.866,-392.465
3118,4.660,1.398,-275.988
3119,5.988,-0.186,-138.658
3120,1.584,-0.023,-39.843
3121,0.186,0.117,-21.483
3122,2.004,0.536,-99.328
3123,4.683,1.375,-238.266
3124,5.802,2.377,-362.292
3125,5.010,2.144,-387.665
3126,2.330,1.118,-328.716
3127,1.515,0.280,-211.913
3128,-0.303,-0.186,-73.465
3129,0.186,0.000,-9.600
3130,0.117,0.140,-43.128
3131,4.823,0.792,-157.368
3132,4.800,0.163,-324.918
3133,5.243,1.398,-435.710
3134,4.474,3.938,-383.751
3135,2.703,2.167,-235.633
3136,0.792,0.466,-72.416
3137,0.233,-0.093,-2.214
3138,0.117,0.047,-16.287
3139,0.443,0.676,-114.822
3140,1.748,1.584,-281.511
3141,3.192,2.097,-408.892
3142,5.266,3.961,-429.326
3143,5.615,4.404,-332.095
3144,4.241,2.866,-166.991
3145,2.516,0.862,-36.115
3146,0.256,-0.047,-8.225
3147,1.165,0.350,-59.392
3148,1.165,1.235,-174.797
3149,4.101,2.982,-325.058
3150,1.934,2.959,-394.213
3151,8.178,0.746,-337.594
3152,6.011,0.419,-220.371
3153,2.190,0.303,-93.177
3154,0.419,0.000,-14.679
3155,0.839,0.070,-25.537
3156,2.656,0.722,-129.548
3157,5.406,1.654,-281.627
3158,5.126,1.491,-390.368
3159,1.468,0.466,-421.474
3160,1.445,0.396,-341.298
3161,1.491,0.443,-183.301
3162,1.654,0.303,-40.612
3163,-0.443,-0.070,-11.976
3164,-0.373,0.280,-52.891
3165,2.703,1.235,-150.658
3166,6.175,1.631,-297.494
3167,7.782,2.120,-381.701
3168,0.885,3.868,-365.251
3169,1.748,2.144,-274.614
3170,1.258,1.048,-151.170
3171,0.769,0.186,-35.859
3172,0.047,-0.047,-4.870
3173,0.256,0.186,-55.384
3174,1.911,1.025,-194.159
3175,5.126,2.563,-357.003
3176,9.297,4.404,-454.350
3177,5.872,3.914,-422.918
3178,2.447,2.423,-269.558
3179,0.909,0.955,-91.732
3180,0.280,0.047,-4.357
3181,0.210,0.000,-13.584
3182,0.233,0.443,-85.534
3183,0.583,2.004,-193.879
3184,1.957,3.332,-296.726
3185,11.347,1.351,-345.329
3186,8.621,1.235,-328.227
3187,4.101,1.491,-256.323
3188,2.796,0.839,-131.925
3189,1.258,0.186,-23.486
3190,0.093,-0.023,-12.978
3191,1.515,0.396,-83.367
3192,4.777,0.885,-232.860
3193,5.406,-0.489,-394.679
3194,4.870,-1.934,-464.719
3195,3.472,-0.769,-386.454
3196,3.099,0.722,-199.541
3197,0.350,0.396,-25.677
3198,1.608,-0.606,-0.839
3199,0.280,-0.070,-34.461
3200,0.373,0.373,-116.989
3201,2.866,0.629,-234.911
3202,2.703,1.491,-339.201
3203,2.563,1.981,-368.536
3204,3.146,1.817,-310.263
3205,4.171,1.048,-198.283
3206,-1.048,-0.303,-94.551
3207,-1.654,-0.443,-43.571
3208,0.722,0.256,-69.457
3209,1.118,1.375,-179.736
3210,4.101,3.914,-313.828
3211,6.058,5.825,-388.364
3212,5.522,4.404,-356.723
3213,2.144,0.839,-227.175
3214,3.495,-1.118,-73.628
3215,-0.070,0.070,-12.932
3216,0.746,0.373,-44.154
3217,-0.350,1.631,-116.034
3218,1.282,2.866,-232.977
3219,9.110,2.214,-340.460
3220,7.852,2.237,-386.733
3221,3.751,2.167,-332.654
3222,1.724,1.375,-183.627
3223,3.798,1.002,-51.400
3224,-0.070,0.047,-19.223
3225,0.326,0.186,-45.785
3226,4.031,0.839,-164.428
3227,5.173,-0.210,-328.344
3228,4.707,-1.328,-434.009
3229,4.054,0.489,-408.659
3230,2.586,2.633,-236.122
3231,0.419,0.839,-53.310
3232,2.423,-0.769,-1.817
3233,0.070,0.047,-25.117
3234,0.140,0.769,-108.065
3235,2.936,1.235,-238.406
3236,2.726,1.887,-345.213
3237,4.846,2.004,-388.807
3238,6.338,1.631,-335.310
3239,3.588,0.559,-211.145
3240,-1.911,-0.419,-78.521
3241,-1.212,-0.303,-26.469
3242,0.862,0.233,-42.220
3243,1.538,1.282,-145.811
3244,2.726,3.775,-299.009
3245,6.151,5.755,-408.263
3246,4.916,3.518,-397.475
3247,2.260,0.909,-241.248
3248,6.501,-1.468,-71.461
3249,-1.887,0.513,-6.175
3250,-0.443,0.606,-35.929
3251,0.792,1.375,-119.319
3252,4.823,1.957,-242.809
3253,7.689,2.260,-359.705
3254,4.916,2.773,-403.836
3255,1.445,2.214,-322.053
3256,2.144,1.654,-157.182
3257,5.103,1.305,-53.124
3258,0.396,0.163,-34.437
3259,2.144,0.303,-83.833
3260,2.610,-0.140,-213.009
3261,4.590,-0.652,-352.948
3262,4.520,0.233,-416.022
3263,3.821,3.169,-332.701
3264,2.377,1.748,-159.652
3265,0.699,0.117,-24.582
3266,0.816,-0.256,-6.338
3267,-0.443,0.583,-67.174
3268,2.703,0.885,-195.767
3269,2.656,1.794,-332.841
3270,5.802,2.097,-414.763
3271,7.270,1.748,-380.489
3272,4.520,0.816,-253.667
3273,-2.027,-0.186,-104.943
3274,-1.328,-0.210,-27.191
3275,1.375,0.280,-26.492
3276,0.652,1.048,-111.933
3277,2.353,3.402,-259.981
3278,6.175,5.126,-390.788
3279,3.868,3.379,-410.290
3280,3.402,1.608,-279.111
3281,6.035,-0.583,-118.341
3282,0.443,-0.070,-16.333
3283,0.140,0.117,-18.174
3284,1.654,0.652,-95.600
3285,4.660,1.468,-230.297
3286,5.755,2.423,-371.239
3287,4.311,2.843,-409.288
3288,2.843,2.237,-316.740
3289,3.891,1.398,-179.177
3290,3.448,0.606,-62.188
3291,0.070,-0.117,-33.505
3292,1.887,-0.163,-93.876
3293,3.868,-0.839,-219.020
3294,3.891,-1.048,-342.044
3295,5.056,1.025,-385.335
3296,6.291,1.305,-294.652
3297,-1.748,1.608,-163.985
3298,0.839,0.093,-60.184
3299,0.093,0.000,-22.228
3300,-0.256,0.489,-76.634
3301,1.491,1.025,-203.129
3302,4.101,1.608,-338.689
3303,6.035,1.864,-400.108
3304,6.850,1.561,-355.628
3305,2.330,0.816,-232.045
3306,-1.351,0.396,-100.726
3307,0.093,0.093,-25.863
3308,0.489,0.303,-38.981
3309,0.373,1.584,-136.142
3310,4.217,4.078,-282.699
3311,6.035,4.241,-390.531
3312,2.120,2.377,-367.185
3313,6.128,0.652,-239.501
3314,4.613,-0.163,-108.252
3315,0.769,-0.023,-25.280
3316,0.419,0.117,-26.399
3317,2.563,0.652,-123.024
3318,5.126,1.561,-269.232
3319,6.361,2.400,-378.415
3320,4.334,1.678,-380.279
3321,1.817,0.699,-307.257
3322,0.000,-0.140,-175.868
3323,0.117,-0.093,-44.573
3324,-0.303,-0.070,-8.668
3325,0.419,0.280,-54.266
3326,4.800,1.048,-178.012
3327,5.336,0.513,-341.997
3328,5.802,1.724,-437.131
3329,3.961,3.984,-366.509
3330,2.540,1.981,-212.682
3331,0.466,0.396,-56.363
3332,0.466,-0.140,-1.002
3333,0.163,0.047,-18.617
3334,0.256,0.816,-126.263
3335,1.584,1.724,-297.494
3336,2.959,2.377,-415.066
3337,5.615,4.404,-423.221
3338,5.942,4.380,-315.505
3339,4.753,2.749,-152.988
3340,1.678,0.629,-30.430
3341,0.699,0.047,-10.275
3342,1.165,0.326,-65.916
3343,1.235,1.235,-185.771
3344,4.194,3.006,-334.192
3345,2.190,2.773,-394.446
3346,7.992,0.443,-328.786
3347,5.289,0.373,-210.516
3348,2.074,0.256,-86.187
3349,0.373,-0.023,-13.398
3350,0.885,0.093,-30.966
