gyroscope	 104.0Hz
cycle sample index,gyro X,gyro Y,gyro Z
8001,4.893,0.350,-251.407
8002,3.775,0.722,-400.038
8003,6.361,3.425,-411.455
8004,2.726,3.052,-299.661
8005,1.212,1.048,-144.180
8006,0.373,0.047,-20.830
8007,0.163,-0.070,-2.190
8008,0.326,0.233,-48.767
8009,0.816,1.165,-199.448
8010,3.076,1.794,-371.099
8011,4.217,3.448,-455.678
8012,5.755,5.173,-407.820
8013,3.705,3.938,-249.310
8014,4.893,1.887,-77.892
8015,-0.419,-0.117,-5.103
8016,1.608,0.280,-20.457
8017,0.885,0.629,-102.660
8018,3.122,2.260,-252.735
8019,2.749,3.006,-372.544
8020,5.336,1.584,-366.556
8021,8.528,0.373,-283.794
8022,3.798,0.559,-159.652
8023,1.212,0.163,-46.810
8024,0.280,-0.023,-9.413
8025,1.375,0.326,-62.537
8026,3.914,1.165,-193.390
8027,5.452,1.608,-338.526
8028,3.029,0.816,-426.413
8029,2.610,0.256,-403.812
8030,2.050,0.233,-265.038
8031,0.559,0.047,-90.497
8032,0.979,0.093,-5.289
8033,-1.282,-0.210,-13.864
8034,1.072,0.559,-80.874
8035,4.241,1.305,-222.678
8036,7.852,1.771,-359.985
8037,3.099,3.472,-389.390
8038,1.608,2.819,-330.604
8039,1.538,1.398,-208.209
8040,1.188,0.419,-72.463
8041,0.163,-0.047,-3.448
8042,0.256,0.023,-18.850
8043,1.305,0.536,-123.443
8044,2.447,1.468,-292.741
8045,5.289,3.821,-425.877
8046,5.965,5.872,-444.634
8047,4.474,4.590,-329.182
8048,2.633,2.004,-149.097
8049,1.864,0.489,-23.020
8050,1.002,0.117,-5.778
8051,0.955,0.280,-55.640
8052,0.256,1.165,-168.086
8053,1.142,2.819,-284.074
8054,7.992,2.120,-358.261
8055,10.695,1.002,-349.430
8056,5.103,1.491,-273.822
8057,2.982,0.909,-145.089
8058,0.979,0.140,-22.298
8059,-0.140,-0.070,-6.873
8060,1.561,0.396,-70.552
8061,4.241,1.002,-221.303
8062,5.895,-0.023,-391.906
8063,4.474,-1.864,-469.425
8064,3.472,-0.909,-397.801
8065,2.470,0.419,-218.158
8066,0.093,0.536,-33.948
8067,0.303,-0.163,0.885
8068,-0.396,0.210,-23.184
8069,-0.419,0.932,-100.493
8070,3.518,1.375,-223.167
8071,5.196,1.794,-337.174
8072,3.355,2.353,-382.353
8073,3.565,2.004,-336.871
8074,4.008,1.165,-221.280
8075,-1.235,-0.233,-95.996
8076,-0.979,-0.280,-33.738
8077,1.002,0.210,-54.242
8078,0.676,1.025,-161.236
8079,3.798,3.495,-300.337
8080,6.081,5.615,-386.524
8081,6.175,4.916,-369.608
8082,2.400,1.654,-252.782
8083,3.122,-0.955,-91.033
8084,0.070,-0.047,-10.555
8085,0.839,0.186,-32.154
8086,0.117,1.212,-103.848
8087,1.118,2.563,-229.202
8088,8.202,2.283,-347.380
8089,8.877,2.097,-393.327
8090,4.543,2.167,-336.848
8091,2.050,1.282,-185.188
8092,3.006,0.769,-50.491
8093,-0.280,-0.023,-19.223
8094,0.909,0.256,-51.307
8095,4.730,0.699,-171.768
8096,3.868,-0.559,-331.303
8097,4.497,-1.375,-424.526
8098,3.751,0.256,-395.820
8099,2.773,2.214,-234.957
8100,1.258,0.466,-52.285
8101,1.864,-0.606,-1.048
8102,0.350,0.023,-22.694
8103,0.140,0.839,-107.227
8104,2.586,1.491,-248.588
8105,2.307,2.237,-369.771
8106,4.357,2.214,-410.779
8107,5.010,1.631,-334.868
8108,2.353,0.769,-185.212
8109,-0.466,0.023,-51.563
8110,0.256,-0.023,-10.322
8111,1.351,0.303,-45.388
8112,0.862,1.258,-175.123
8113,3.239,4.241,-332.165
8114,7.107,5.895,-422.802
8115,4.777,3.006,-380.908
8116,3.052,0.023,-212.123
8117,4.590,-1.212,-50.538
8118,-3.052,0.816,-3.705
8119,0.070,0.443,-33.878
8120,0.746,1.398,-124.189
8121,5.219,2.074,-263.616
8122,8.947,2.120,-381.864
8123,5.708,2.749,-410.057
8124,2.353,1.911,-309.308
8125,2.540,1.212,-140.779
8126,3.681,0.722,-32.177
8127,-0.396,-0.117,-13.910
8128,2.120,0.140,-79.663
8129,3.518,-0.350,-225.451
8130,4.637,-1.305,-371.076
8131,4.078,-0.186,-430.258
8132,5.778,2.050,-341.601
8133,1.445,1.328,-163.636
8134,-0.652,0.419,-27.797
8135,0.955,-0.303,-3.285
8136,-1.072,0.559,-50.048
8137,2.726,0.606,-174.657
8138,2.144,1.701,-321.260
8139,4.777,2.097,-413.202
8140,6.477,1.817,-392.092
8141,4.404,1.095,-274.241
8142,-0.885,0.373,-126.542
8143,-0.979,-0.023,-28.985
8144,0.955,0.163,-15.658
8145,0.326,0.909,-93.014
8146,2.377,3.425,-245.931
8147,6.035,5.336,-384.147
8148,4.590,3.868,-420.425
8149,2.610,2.330,-303.017
8150,6.477,-0.256,-142.270
8151,1.724,-0.256,-26.725
8152,-0.163,0.093,-9.320
8153,0.979,0.536,-72.277
8154,4.474,1.212,-202.524
8155,6.687,2.120,-353.275
8156,5.965,2.773,-421.008
8157,4.031,1.864,-364.738
8158,3.542,0.699,-241.155
8159,0.839,-0.186,-88.377
8160,-0.093,-0.117,-5.615
8161,-0.699,-0.163,-18.640
8162,3.472,0.326,-109.230
8163,3.122,-0.466,-281.604
8164,4.054,0.466,-423.571
8165,6.081,3.495,-421.637
8166,3.448,2.796,-284.889
8167,1.631,0.652,-106.248
8168,0.396,-0.117,-5.196
8169,0.140,-0.070,-4.264
8170,-0.233,0.443,-64.261
8171,1.025,1.328,-222.352
8172,4.101,1.957,-389.343
8173,4.963,2.540,-456.866
8174,5.615,3.775,-392.722
8175,2.913,3.006,-227.781
8176,3.076,1.305,-60.417
8177,-0.350,-0.140,-3.006
8178,1.142,0.256,-27.774
8179,0.443,1.048,-128.593
8180,4.031,3.146,-285.891
8181,3.798,3.285,-392.279
8182,4.846,1.608,-365.554
8183,8.015,0.303,-260.284
8184,3.192,0.373,-125.610
8185,0.676,0.047,-26.282
8186,0.466,0.023,-15.774
8187,2.190,0.536,-101.751
8188,4.916,1.515,-247.819
8189,5.429,1.771,-369.701
8190,2.586,0.955,-416.301
8191,2.260,0.419,-355.908
8192,0.676,-0.047,-204.691
8193,0.652,0.047,-51.982
8194,0.326,0.000,-7.013
8195,-0.862,0.070,-40.239
8196,4.124,1.188,-144.507
8197,4.637,1.165,-302.574
8198,8.039,2.120,-395.308
8199,1.748,3.798,-362.944
8200,1.701,2.120,-258.397
8201,0.676,0.885,-126.379
8202,0.373,0.093,-23.952
8203,0.350,-0.023,-6.571
8204,0.559,0.350,-75.748
8205,1.864,1.048,-233.839
8206,2.540,2.470,-387.013
8207,6.081,5.499,-452.300
8208,5.942,5.895,-380.978
8209,3.518,3.262,-214.407
8210,3.891,1.351,-61.069
8211,0.140,-0.047,-4.497
8212,1.631,0.280,-30.453
8213,1.445,0.699,-129.082
8214,0.885,2.167,-276.944
8215,3.076,2.749,-360.241
8216,10.835,0.862,-357.725
8217,6.664,1.118,-278.831
8218,3.076,0.839,-155.341
8219,1.305,0.210,-36.837
8220,0.233,0.000,-10.345
8221,1.887,0.443,-78.568
8222,4.241,1.025,-219.719
8223,4.031,0.536,-369.095
8224,2.563,-0.326,-444.844
8225,3.285,0.047,-383.541
8226,2.703,0.419,-225.451
8227,0.583,-0.023,-67.500
8228,0.093,-0.070,-3.472
8229,0.676,0.140,-24.815
8230,2.843,0.746,-112.958
8231,2.959,1.258,-230.740
8232,4.404,2.027,-336.359
8233,2.377,2.913,-376.085
8234,2.796,2.144,-327.947
8235,2.819,1.351,-214.034
8236,-0.350,0.186,-80.828
8237,-0.280,-0.117,-7.852
8238,0.932,0.093,-10.019
8239,1.282,0.419,-89.915
8240,3.472,1.468,-262.940
8241,4.497,4.078,-434.079
8242,6.011,6.710,-486.667
8243,5.872,4.264,-376.784
8244,2.843,-0.093,-152.918
8245,0.419,-0.256,-3.565
8246,-0.163,0.047,-0.676
8247,1.398,0.023,-35.696
8248,0.489,1.165,-121.020
8249,1.282,2.586,-247.726
8250,9.134,2.074,-360.591
8251,8.807,2.074,-395.704
8252,4.683,2.074,-325.385
8253,1.887,1.048,-165.127
8254,2.610,0.559,-35.579
8255,-0.559,-0.140,-7.829
8256,0.839,0.163,-52.611
8257,4.427,0.606,-192.085
8258,5.079,-0.676,-359.170
8259,4.870,-1.631,-448.409
8260,3.705,0.233,-397.894
8261,4.707,1.282,-213.032
8262,-0.303,0.629,-37.536
8263,2.190,-0.746,-1.048
8264,-0.419,0.163,-28.146
8265,0.186,0.606,-120.088
8266,2.167,1.282,-262.731
8267,2.097,2.120,-373.196
8268,4.520,2.120,-398.477
8269,6.081,1.515,-321.447
8270,2.120,0.350,-179.247
8271,-2.283,-0.419,-54.009
8272,-0.163,-0.070,-19.479
8273,0.536,0.280,-51.423
8274,1.445,1.771,-181.064
8275,3.821,4.777,-334.704
8276,6.873,5.942,-419.983
8277,4.031,3.239,-378.625
8278,1.561,1.072,-207.254
8279,6.128,-1.538,-46.041
8280,-2.470,0.699,-4.217
8281,0.373,0.419,-36.954
8282,0.629,1.561,-128.290
8283,5.359,2.377,-267.368
8284,9.367,2.237,-386.873
8285,5.569,2.796,-413.132
8286,2.027,2.027,-310.333
8287,2.959,1.375,-137.820
8288,4.194,0.816,-33.109
8289,-0.047,-0.093,-13.001
8290,2.004,0.023,-75.306
8291,3.262,-0.559,-220.138
8292,4.567,-1.468,-366.066
8293,4.124,-0.256,-426.693
8294,6.734,1.608,-339.691
8295,0.652,1.351,-166.222
8296,-0.746,0.419,-33.971
8297,0.676,-0.233,-3.751
8298,-0.909,0.489,-51.307
8299,2.470,0.606,-174.820
8300,1.957,1.654,-316.600
8301,4.683,2.027,-405.094
8302,6.408,1.841,-381.607
8303,4.590,1.095,-265.806
8304,-0.769,0.280,-120.904
8305,-1.212,-0.093,-28.286
8306,1.072,0.163,-12.885
8307,0.326,0.839,-90.288
8308,2.447,3.332,-246.700
8309,5.639,5.312,-387.596
8310,4.893,4.008,-424.666
8311,2.260,2.330,-301.455
8312,6.524,-0.443,-131.319
8313,1.165,-0.210,-18.407
8314,-0.606,0.233,-9.576
8315,1.911,0.303,-73.255
8316,3.239,1.491,-197.071
8317,6.873,2.004,-340.809
8318,5.056,2.889,-414.274
8319,3.635,2.400,-349.896
8320,4.147,1.445,-221.630
8321,3.192,0.443,-90.194
8322,0.559,0.000,-14.656
8323,0.862,-0.047,-36.255
8324,2.610,-0.513,-155.667
8325,3.728,-1.282,-309.890
8326,3.798,-0.047,-411.222
8327,6.384,2.377,-376.575
8328,2.144,1.631,-236.332
8329,0.419,0.513,-88.470
8330,0.722,-0.210,-8.155
8331,-1.072,0.280,-19.036
8332,0.559,0.676,-117.572
8333,2.027,1.491,-277.130
8334,4.940,1.981,-405.700
8335,5.639,2.074,-420.775
8336,5.103,2.167,-323.451
8337,1.398,1.538,-167.247
8338,-0.070,0.256,-34.135
8339,1.305,0.140,-5.312
8340,0.186,0.350,-54.382
8341,1.072,2.237,-193.320
8342,6.175,4.450,-351.387
8343,4.101,3.239,-417.955
8344,5.079,1.025,-336.033
8345,5.312,0.210,-192.714
8346,2.260,-0.070,-55.268
8347,-0.163,0.000,-5.173
8348,1.095,0.163,-43.944
8349,3.448,0.862,-164.964
8350,5.289,2.004,-315.459
8351,6.058,2.377,-398.383
8352,3.262,1.398,-383.588
8353,2.656,0.466,-288.571
8354,0.629,-0.256,-138.262
8355,0.233,-0.093,-23.417
8356,-1.002,-0.186,-11.673
8357,2.400,0.559,-75.422
8358,4.870,0.466,-224.565
8359,3.542,0.536,-384.334
8360,6.873,3.076,-418.771
8361,2.586,3.379,-320.049
8362,1.515,1.258,-170.067
8363,0.396,0.140,-34.694
8364,0.233,-0.093,-1.468
8365,0.419,0.140,-39.820
8366,0.489,1.072,-179.526
8367,2.656,1.701,-351.317
8368,3.705,3.355,-446.102
8369,6.035,5.359,-415.462
8370,4.054,4.264,-269.721
8371,4.800,2.190,-99.817
8372,0.280,0.070,-10.858
8373,1.375,0.210,-17.405
8374,0.839,0.536,-92.827
8375,2.959,2.120,-240.083
8376,2.913,2.982,-367.627
8377,4.916,1.771,-371.821
8378,8.994,0.419,-295.677
8379,4.124,0.629,-173.748
8380,1.491,0.210,-57.155
8381,0.210,-0.023,-8.178
8382,1.165,0.233,-50.724
8383,3.775,1.048,-178.408
8384,5.988,1.538,-332.514
8385,3.658,0.466,-432.471
8386,2.307,-0.140,-416.045
8387,2.260,0.070,-276.361
8388,-0.186,-0.140,-96.579
8389,0.769,0.047,-5.615
8390,-1.188,-0.210,-12.605
8391,0.699,0.536,-73.185
8392,4.264,1.398,-208.745
8393,7.945,1.701,-347.519
8394,3.332,3.355,-388.947
8395,1.491,3.029,-345.376
8396,1.748,1.584,-231.788
8397,1.305,0.536,-91.616
8398,0.023,-0.047,-6.408
8399,-0.070,-0.047,-11.394
8400,0.722,0.443,-100.586
8401,2.889,1.584,-270.676
8402,6.151,3.798,-417.653
8403,6.757,5.615,-456.447
8404,5.219,4.404,-355.768
8405,2.074,1.934,-180.971
8406,0.816,0.419,-36.954
8407,0.186,-0.047,-1.701
8408,0.303,0.140,-32.946
8409,0.629,1.072,-123.653
8410,0.373,2.749,-241.947
8411,7.386,2.610,-350.339
8412,12.349,1.188,-382.679
8413,6.454,1.887,-332.328
8414,3.751,1.212,-198.400
8415,0.699,0.186,-49.792
8416,-0.047,-0.093,-2.936
8417,0.676,0.163,-39.214
8418,3.612,0.792,-157.461
8419,5.452,0.070,-329.532
8420,4.124,-1.678,-443.609
8421,3.914,-1.095,-426.460
8422,3.192,0.676,-282.116
8423,0.443,1.048,-76.144
8424,1.235,-0.419,-1.282
8425,0.606,-0.186,-9.343
8426,-0.583,0.676,-75.096
8427,2.237,1.165,-198.283
8428,4.217,1.701,-325.501
8429,3.332,2.260,-390.508
8430,4.264,2.027,-359.100
8431,4.986,1.258,-245.256
8432,-0.303,-0.186,-109.906
8433,-2.050,-0.513,-33.901
8434,1.678,0.233,-40.006
8435,0.210,0.489,-127.288
8436,3.029,2.679,-270.793
8437,5.522,4.777,-378.765
8438,6.710,5.173,-385.918
8439,2.773,1.771,-282.512
8440,3.565,-1.188,-119.552
8441,0.280,-0.210,-18.454
8442,0.093,0.186,-19.316
8443,-0.466,1.048,-85.115
8444,1.421,1.957,-209.327
8445,7.969,1.934,-336.848
8446,8.318,2.237,-401.319
8447,4.823,2.330,-354.137
8448,1.887,1.212,-199.005
8449,2.703,0.676,-51.097
8450,-0.256,-0.070,-7.782
8451,0.419,0.070,-35.602
8452,4.008,0.583,-159.861
8453,5.079,-0.489,-329.858
8454,4.800,-1.561,-439.019
8455,3.542,0.396,-413.622
8456,4.334,1.841,-242.040
8457,0.186,0.652,-53.101
8458,2.004,-0.652,-0.816
8459,-0.023,0.047,-21.180
8460,-0.210,0.839,-108.858
8461,2.470,1.375,-251.663
8462,2.120,2.167,-367.534
8463,4.450,2.120,-401.785
8464,5.126,1.561,-324.033
8465,2.190,0.699,-178.944
8466,-0.629,0.023,-52.565
8467,-0.093,-0.093,-10.601
8468,0.955,0.280,-43.361
8469,1.491,1.584,-178.781
8470,3.495,4.497,-340.902
8471,7.013,5.918,-433.427
8472,4.264,3.006,-386.920
8473,1.887,0.816,-210.352
8474,6.477,-1.631,-47.019
8475,-2.936,0.769,-3.518
8476,-0.070,0.489,-36.092
8477,0.746,1.515,-130.340
8478,6.524,1.771,-266.412
8479,8.248,2.214,-382.446
8480,5.662,2.749,-404.628
8481,2.423,1.771,-302.434
8482,2.843,1.072,-144.227
8483,3.379,0.559,-31.036
8484,-0.583,-0.163,-7.386
8485,1.887,0.070,-72.580
8486,3.379,-0.489,-223.820
8487,4.450,-1.305,-376.132
8488,4.101,0.140,-437.667
8489,6.175,2.097,-344.560
8490,0.979,1.375,-165.360
8491,-0.326,0.280,-27.587
8492,1.072,-0.350,-2.027
8493,-0.979,0.466,-40.542
8494,2.074,0.652,-162.121
8495,1.911,1.748,-312.243
8496,4.753,2.074,-411.641
8497,6.058,1.934,-395.354
8498,4.683,1.398,-279.157
8499,-0.256,0.629,-131.272
8500,-0.676,0.023,-27.145
8501,1.305,0.210,-10.229
8502,0.280,0.676,-81.247
8503,2.144,2.959,-231.159
8504,5.359,4.963,-376.551
8505,5.126,3.821,-425.411
8506,2.936,2.097,-316.787
8507,6.011,-0.140,-152.918
8508,2.050,-0.350,-28.566
8509,-0.443,0.117,-6.384
8510,0.769,0.419,-60.067
8511,4.008,1.095,-187.425
8512,6.617,2.004,-341.648
8513,6.291,2.773,-421.311
8514,4.054,1.794,-377.507
8515,3.402,0.699,-259.842
8516,0.559,-0.233,-101.658
8517,0.000,-0.093,-7.642
8518,-0.955,-0.186,-15.331
8519,3.635,0.466,-96.555
8520,3.425,-0.373,-264.711
8521,3.705,0.326,-413.272
8522,6.221,3.355,-426.623
8523,3.379,3.052,-300.593
8524,1.911,0.792,-126.659
8525,0.373,-0.070,-9.856
8526,0.163,-0.093,-1.887
8527,-0.093,0.303,-47.882
8528,0.792,1.235,-201.102
8529,3.612,1.934,-380.023
8530,4.637,2.703,-466.350
8531,5.755,4.311,-414.414
8532,3.146,3.448,-249.357
8533,3.984,1.631,-71.508
8534,-0.466,-0.140,-3.379
8535,1.375,0.233,-19.991
8536,0.326,0.746,-107.180
8537,3.425,2.749,-261.216
8538,4.008,3.285,-382.190
8539,4.078,1.887,-373.546
8540,8.691,0.350,-280.229
8541,3.751,0.443,-148.118
8542,0.932,0.093,-37.420
8543,0.233,-0.023,-8.551
8544,1.724,0.350,-71.694
8545,4.334,1.282,-214.500
8546,5.778,1.748,-354.626
8547,2.959,0.979,-426.903
8548,2.516,0.419,-388.062
8549,1.282,0.047,-242.087
8550,0.280,-0.023,-73.698
8551,1.095,0.140,-5.010
8552,-1.351,-0.140,-24.768
8553,2.726,0.932,-111.141
8554,4.590,1.235,-263.733
8555,7.945,1.887,-381.910
8556,2.470,3.681,-377.693
8557,1.678,2.447,-291.460
8558,0.862,1.118,-161.329
8559,0.699,0.233,-43.478
8560,0.140,-0.070,-3.635
8561,0.583,0.210,-49.093
8562,2.167,0.885,-189.312
8563,2.819,1.887,-351.947
8564,5.592,4.474,-444.820
8565,5.708,5.755,-408.566
8566,3.425,3.705,-259.655
8567,3.705,1.631,-88.936
8568,0.862,0.163,-7.409
8569,1.538,0.233,-17.964
8570,1.351,0.513,-98.140
8571,0.629,1.794,-245.116
8572,2.027,2.936,-346.774
8573,10.648,1.142,-367.954
8574,7.759,1.118,-307.537
8575,3.868,1.048,-193.530
8576,1.491,0.326,-64.261
8577,0.070,-0.070,-4.800
8578,1.212,0.210,-41.474
8579,3.518,0.862,-168.040
8580,4.846,0.769,-331.722
8581,3.938,-0.513,-447.803
8582,3.495,-0.816,-428.510
8583,2.982,0.163,-283.491
8584,1.724,0.117,-106.947
8585,0.466,-0.047,-9.017
8586,0.140,-0.047,-5.825
8587,1.165,0.256,-60.697
8588,1.282,1.025,-169.927
8589,4.730,1.468,-298.683
8590,3.239,2.493,-384.753
8591,2.516,2.563,-380.023
8592,3.635,1.794,-282.116
8593,1.305,0.536,-137.051
8594,-2.237,-0.419,-30.313
8595,1.328,0.163,-6.920
8596,1.375,0.233,-49.280
8597,1.584,0.839,-181.018
8598,3.099,3.472,-363.410
8599,6.850,6.850,-465.138
8600,6.757,5.056,-413.039
8601,2.913,0.559,-232.930
8602,2.377,-0.839,-46.483
8603,-0.839,0.210,-1.864
8604,1.282,0.000,-28.543
8605,-0.047,1.188,-95.880
8606,0.885,2.516,-214.733
8607,7.782,2.307,-335.963
8608,9.250,2.074,-392.628
8609,4.870,2.237,-348.032
8610,1.957,1.282,-206.555
8611,2.749,0.769,-58.833
8612,0.070,0.023,-15.355
8613,0.303,0.117,-40.262
8614,4.241,0.746,-156.250
8615,4.800,-0.326,-320.725
8616,4.474,-1.491,-426.623
8617,3.845,0.070,-408.472
8618,3.285,2.190,-251.593
8619,0.885,0.792,-63.679
8620,2.120,-0.676,-1.748
8621,0.093,0.023,-18.547
8622,0.256,0.629,-98.885
8623,2.283,1.421,-239.850
8624,2.400,2.144,-363.364
8625,4.357,2.190,-408.845
8626,5.592,1.678,-341.392
8627,2.633,0.699,-197.607
8628,-0.839,-0.070,-59.299
8629,-0.140,-0.093,-12.629
8630,1.282,0.256,-39.284
8631,0.699,1.165,-161.679
8632,3.006,4.124,-320.771
8633,6.827,5.988,-418.491
8634,4.986,3.239,-388.574
8635,2.679,0.326,-227.431
8636,5.545,-1.421,-62.397
8637,-2.516,0.652,-4.450
8638,-0.489,0.536,-29.894
8639,0.280,1.445,-113.075
8640,4.800,2.144,-250.708
8641,9.227,2.144,-377.274
8642,5.988,2.819,-416.674
8643,2.516,2.004,-326.596
8644,1.864,1.188,-159.395
8645,4.404,0.862,-35.929
8646,-0.652,-0.163,-9.949
8647,1.608,0.117,-64.727
8648,3.565,-0.186,-202.524
8649,4.707,-1.212,-351.154
8650,4.101,-0.466,-424.270
8651,5.452,2.050,-355.395
8652,2.423,1.351,-183.814
8653,-1.282,0.699,-39.610
8654,1.142,-0.373,-2.516
8655,-1.212,0.513,-41.264
8656,2.633,0.489,-156.273
8657,2.307,1.468,-298.007
8658,4.264,2.027,-396.403
8659,6.454,1.864,-392.675
8660,4.963,1.072,-290.435
8661,-0.536,0.326,-144.856
8662,-1.515,-0.047,-39.051
8663,0.699,0.117,-10.904
8664,0.373,0.699,-70.110
8665,2.260,2.982,-215.315
8666,5.149,5.079,-361.756
8667,5.056,4.404,-423.687
8668,1.212,3.215,-327.645
8669,7.130,0.000,-165.290
8670,3.425,-0.536,-40.845
8671,-0.769,0.233,-6.268
8672,1.515,0.210,-55.477
8673,2.377,1.375,-170.906
8674,6.920,1.794,-316.088
8675,5.382,2.819,-410.732
8676,4.101,2.447,-370.260
8677,3.914,1.468,-251.990
8678,3.192,0.443,-117.595
8679,0.652,-0.023,-20.551
8680,0.466,-0.070,-19.432
8681,3.169,-0.256,-119.995
8682,3.262,-1.351,-276.385
8683,3.798,-0.606,-399.898
8684,6.198,2.120,-402.391
8685,3.146,1.678,-275.686
8686,-0.047,0.816,-118.271
8687,1.072,-0.233,-15.215
8688,-0.699,0.140,-9.506
8689,0.000,0.559,-87.818
8690,1.538,1.282,-242.949
8691,4.078,1.934,-387.875
8692,5.033,2.097,-431.982
8693,5.522,2.633,-353.811
8694,2.237,2.097,-203.619
8695,1.561,0.862,-54.755
8696,0.373,-0.023,-3.402
8697,0.629,0.233,-35.742
8698,0.163,1.584,-157.508
8699,5.266,4.147,-320.189
8700,5.033,3.565,-414.507
8701,4.287,1.328,-362.268
8702,6.291,0.280,-231.159
8703,2.913,0.093,-89.542
8704,0.093,-0.023,-9.833
8705,0.955,0.047,-28.123
8706,2.726,0.699,-133.323
8707,4.334,1.817,-283.771
8708,5.522,2.447,-383.751
8709,3.728,1.724,-393.607
8710,3.052,0.816,-322.798
8711,1.981,-0.023,-179.690
8712,0.140,-0.186,-43.757
8713,-0.373,-0.140,-4.637
8714,0.070,0.093,-42.779
8715,4.613,0.699,-168.226
8716,3.565,0.396,-343.326
8717,7.130,2.447,-427.532
8718,2.796,3.821,-362.292
8719,1.934,1.724,-219.789
8720,0.676,0.373,-63.423
8721,0.186,-0.070,-1.328
8722,0.419,0.000,-15.355
8723,0.093,0.676,-113.308
8724,2.004,1.421,-285.728
8725,2.610,2.516,-415.509
8726,5.942,5.173,-435.197
8727,5.056,5.033,-327.715
8728,3.775,2.843,-158.603
8729,2.679,0.862,-35.742
8730,0.233,-0.047,-7.246
8731,1.212,0.350,-53.520
8732,1.584,1.351,-173.049
8733,4.031,2.866,-322.099
8734,2.237,2.586,-376.085
8735,9.110,0.746,-329.019
8736,5.988,0.583,-220.628
8737,2.307,0.396,-98.512
8738,0.559,0.047,-19.013
8739,0.629,0.093,-25.840
8740,2.377,0.699,-121.952
8741,5.592,1.561,-276.082
8742,5.149,1.095,-402.740
8743,2.819,-0.023,-438.203
8744,3.006,-0.256,-340.553
8745,0.443,-0.210,-164.684
8746,-0.070,-0.140,-25.350
8747,-0.373,-0.117,-4.637
8748,-0.513,0.140,-42.616
8749,2.913,1.142,-151.287
8750,6.734,1.608,-306.651
8751,6.035,2.563,-383.192
8752,1.095,3.612,-372.381
8753,1.817,1.981,-279.437
8754,1.817,0.885,-141.431
8755,0.280,0.070,-22.718
8756,0.000,-0.070,-3.122
8757,0.280,0.163,-54.452
8758,1.934,1.048,-206.881
8759,4.707,2.819,-372.520
8760,6.734,5.219,-457.030
8761,5.732,5.289,-402.484
8762,3.146,2.843,-243.602
8763,1.375,0.885,-75.935
8764,0.629,0.070,-4.287
8765,0.303,0.047,-17.289
8766,0.583,0.652,-94.808
8767,0.466,2.214,-204.737
8768,3.542,3.076,-317.719
8769,12.419,1.142,-365.903
8770,7.829,1.608,-342.720
8771,4.520,1.515,-244.231
8772,1.864,0.536,-97.044
8773,0.303,0.000,-9.413
8774,0.117,0.023,-24.465
8775,2.447,0.652,-120.391
8776,5.825,0.652,-283.235
8777,4.171,-1.212,-421.381
8778,4.217,-1.608,-439.438
8779,3.099,-0.047,-326.619
8780,1.515,1.072,-130.620
8781,0.210,0.070,-7.782
8782,0.816,-0.303,-4.660
8783,-0.233,0.373,-51.889
8784,1.072,1.118,-162.657
8785,4.520,1.491,-290.155
8786,3.355,2.214,-375.969
8787,3.565,2.074,-370.353
8788,4.893,1.608,-275.033
8789,1.887,0.396,-146.510
8790,-2.843,-0.676,-48.767
8791,0.536,0.000,-29.172
8792,1.118,0.443,-91.313
8793,1.538,1.911,-234.142
8794,4.450,5.033,-364.319
8795,6.757,5.918,-405.071
8796,4.241,3.146,-327.225
8797,2.889,-0.373,-159.558
8798,1.887,-0.629,-26.702
8799,-0.350,0.233,-12.186
8800,0.746,0.606,-60.813
8801,-0.629,2.307,-160.910
8802,4.660,2.773,-292.112
8803,10.415,2.050,-381.002
8804,6.081,2.353,-382.283
8805,2.656,1.794,-273.006
8806,2.773,1.118,-109.883
8807,1.584,0.419,-28.822
8808,-0.256,0.023,-25.770
8809,2.703,0.606,-94.994
8810,4.427,0.326,-245.163
8811,4.008,-0.816,-383.215
8812,4.357,-0.839,-423.408
8813,3.681,1.817,-331.606
8814,1.515,1.887,-142.153
8815,1.608,-0.256,-13.537
8816,1.072,-0.350,-5.825
8817,-0.047,0.396,-55.477
8818,1.584,1.188,-174.377
8819,3.029,1.771,-309.680
8820,3.309,2.190,-392.279
8821,5.569,1.957,-380.908
8822,4.287,1.095,-270.233
8823,0.396,0.233,-120.950
8824,-1.631,-0.280,-29.917
8825,0.979,0.117,-17.522
8826,0.699,0.559,-86.280
8827,2.353,2.633,-238.755
8828,4.777,5.452,-380.606
8829,7.107,5.103,-428.767
8830,2.353,1.934,-326.713
8831,3.495,-0.047,-140.779
8832,3.448,-0.979,-17.428
8833,-2.400,0.746,-9.693
8834,0.489,0.722,-64.914
8835,2.097,1.887,-185.258
8836,8.877,1.771,-324.033
8837,6.873,2.679,-413.039
8838,4.334,2.493,-379.720
8839,1.724,1.491,-239.850
8840,4.311,1.095,-87.235
8841,2.120,0.303,-13.980
8842,-0.093,-0.140,-20.970
8843,2.377,-0.140,-126.333
8844,3.984,-1.025,-291.483
8845,4.264,-1.165,-418.025
8846,4.753,1.468,-421.194
8847,5.615,1.491,-276.152
8848,-1.235,1.188,-103.103
8849,1.165,-0.303,-8.691
8850,-0.722,0.186,-11.813
8851,0.652,0.419,-88.400
8852,1.678,1.188,-228.666
8853,3.006,1.934,-363.317
8854,5.522,2.027,-418.305
8855,6.035,1.794,-355.511
8856,2.097,1.188,-219.183
