Packet Number,Data receive interval,Processing data time
612,0.08940553665161133,0.0015077590942382812
613,0.10983562469482422,0.0015141963958740234
614,0.10023808479309082,0.021858692169189453
615,0.20989155769348145,0.0014598369598388672
616,0.08033537864685059,0.0016603469848632812
617,0.10953402519226074,0.0014729499816894531
618,0.0999915599822998,0.0014526844024658203
619,0.0901651382446289,0.010228395462036133
620,0.21997284889221191,0.001483917236328125
621,0.09001851081848145,0.0015521049499511719
622,0.09000968933105469,0.0015282630920410156
623,0.09985899925231934,0.0016765594482421875
624,0.1004188060760498,0.0015139579772949219
625,0.19968891143798828,0.0014925003051757812
626,0.10027933120727539,0.0014176368713378906
627,0.0997920036315918,0.0015025138854980469
628,0.09995603561401367,0.0017399787902832031
629,0.09983563423156738,0.021786928176879883
630,0.23814129829406738,0.0019223690032958984
631,0.06233620643615723,0.0014519691467285156
632,0.09969425201416016,0.001453399658203125
633,0.09987902641296387,0.0015652179718017578
634,0.10012149810791016,0.0016121864318847656
635,0.19996380805969238,0.0015246868133544922
636,0.09995198249816895,0.0015020370483398438
637,0.10038185119628906,0.0014927387237548828
638,0.11010575294494629,0.0015103816986083984
639,0.08959698677062988,0.010265350341796875
640,0.21001815795898438,0.0017910003662109375
641,0.08990645408630371,0.0014390945434570312
642,0.10008597373962402,0.0014352798461914062
643,0.11974453926086426,0.0013935565948486328
644,0.08024954795837402,0.021047115325927734
645,0.24999070167541504,0.0018651485443115234
646,0.05998516082763672,0.0015873908996582031
647,0.09115314483642578,0.0031418800354003906
648,0.13045024871826172,0.004102230072021484
649,0.06948709487915039,0.004027605056762695
650,0.22921180725097656,0.0032677650451660156
651,0.07073974609375,0.003979921340942383
652,0.10006093978881836,0.0040874481201171875
653,0.09995365142822266,0.003246784210205078
654,0.09981083869934082,0.004058361053466797
655,0.23032236099243164,0.0051593780517578125
656,0.06946253776550293,0.0035424232482910156
657,0.09994077682495117,0.002811431884765625
658,0.13044118881225586,0.004627704620361328
659,0.06929421424865723,0.01749444007873535
660,0.21036291122436523,0.03991818428039551
661,0.1300344467163086,0.0023605823516845703
662,0.05962347984313965,0.002536296844482422
663,0.12946677207946777,0.00404047966003418
664,0.1111752986907959,0.0040814876556396484
665,0.16999459266662598,0.004009246826171875
666,0.10898494720458984,0.0042264461517333984
667,0.0810387134552002,0.0027718544006347656
668,0.1196448802947998,0.0040929317474365234
669,0.08007001876831055,0.0037755966186523438
670,0.21083807945251465,0.0040283203125
671,0.09940862655639648,0.003991842269897461
672,0.09001827239990234,0.004210472106933594
673,0.11962652206420898,0.003344297409057617
674,0.10036158561706543,0.003983497619628906
675,0.1895897388458252,0.034516096115112305
676,0.1294727325439453,0.002477884292602539
677,0.06096148490905762,0.0040454864501953125
678,0.09997129440307617,0.004048824310302734
679,0.09998917579650879,0.0032646656036376953
680,0.2000110149383545,0.02448749542236328
681,0.09959745407104492,0.0030210018157958984
682,0.09993362426757812,0.0030341148376464844
683,0.10263729095458984,0.0038785934448242188
684,0.09782218933105469,0.0031371116638183594
685,0.2100510597229004,0.004171133041381836
686,0.0897986888885498,0.0035271644592285156
687,0.13034534454345703,0.004054069519042969
688,0.07970619201660156,0.0039675235748291016
689,0.10976314544677734,0.004072427749633789
690,0.18084120750427246,0.038596391677856445
691,0.1105501651763916,0.002864360809326172
692,0.11751008033752441,0.004519939422607422
693,0.07195353507995605,0.003714323043823242
