accelerometer	 104.0Hz
cycle sample index,accel X,accel Y,accel Z
4689,-0.555,0.814,0.987
4690,-0.111,0.964,1.057
4691,0.499,-0.305,1.025
4692,0.816,-0.315,1.007
4693,-0.244,-0.756,0.996
4694,-0.217,-0.738,1.004
4695,0.018,-0.985,1.013
4696,0.288,-0.396,1.022
4697,-0.164,0.060,1.000
4698,-1.236,0.526,0.972
4699,-1.787,0.829,0.954
4700,-0.722,0.929,1.004
4701,0.970,0.477,1.036
4702,0.620,-0.118,1.023
4703,0.077,-0.214,1.004
4704,0.157,-0.570,0.994
4705,0.113,-0.426,1.001
4706,0.014,-0.752,1.030
4707,-0.589,-0.253,1.047
4708,-0.793,0.317,0.970
4709,-0.203,0.711,0.997
4710,0.179,0.671,1.004
4711,0.186,0.566,1.018
4712,-0.136,0.225,1.016
4713,-0.333,0.124,1.000
4714,0.103,-0.179,0.995
4715,0.905,-0.356,1.009
4716,0.760,-0.407,1.029
4717,-0.670,-0.114,1.006
4718,-0.480,0.529,1.002
4719,0.026,0.263,1.008
4720,0.127,0.298,0.997
4721,-0.022,0.359,0.996
4722,-0.005,0.466,1.020
4723,0.521,-0.192,1.080
4724,0.766,-0.419,0.990
4725,-0.406,-0.459,0.989
4726,-0.327,0.115,0.999
4727,-0.048,-0.664,1.009
4728,0.147,-1.007,1.017
4729,0.422,-0.347,1.022
4730,-0.282,0.200,0.995
4731,-1.472,0.401,0.951
4732,-1.664,0.733,0.975
4733,-0.297,0.795,1.018
4734,1.291,0.013,1.045
4735,0.206,-0.197,1.011
4736,0.100,-0.272,1.001
4737,0.143,-0.609,0.992
4738,-0.027,-0.644,1.003
4739,-0.511,-0.343,1.068
4740,-0.948,0.228,0.982
4741,-0.766,0.559,0.976
4742,0.176,0.569,1.005
4743,0.256,0.370,1.013
4744,0.052,0.439,1.014
4745,-0.093,0.406,1.012
4746,-0.246,0.081,1.000
4747,0.166,-0.024,0.993
4748,0.649,0.138,1.011
4749,0.730,0.079,1.029
4750,-0.020,-0.213,1.022
4751,-0.642,-0.310,1.002
4752,0.094,-0.346,1.008
4753,0.250,-0.344,1.002
4754,0.140,0.033,1.002
4755,-0.316,0.470,1.017
4756,-0.628,0.526,1.047
4757,-0.375,-0.139,0.978
4758,0.376,-0.163,1.004
4759,0.066,0.076,1.007
4760,0.009,0.013,1.010
4761,0.243,0.037,1.015
4762,0.344,-0.320,1.014
4763,0.123,-0.414,0.996
4764,-0.113,-0.547,0.987
4765,-0.364,-0.504,0.991
4766,-0.721,-0.315,1.003
4767,-0.484,0.735,1.026
4768,-0.106,0.431,1.006
4769,-0.086,0.333,1.006
4770,-0.006,0.006,0.998
4771,0.055,-0.291,1.003
4772,-0.055,-0.666,1.057
4773,-0.024,-0.208,1.019
4774,-0.201,0.277,0.976
4775,-0.465,0.263,0.990
4776,-0.078,0.321,1.007
4777,0.000,0.469,1.010
4778,0.058,0.573,1.013
4779,-0.108,0.093,1.007
4780,-0.052,0.334,0.992
4781,0.273,0.319,0.990
4782,0.873,0.076,1.023
4783,0.912,-0.079,1.046
4784,-0.150,-0.646,1.015
4785,-0.738,-0.246,0.997
4786,0.206,-0.504,1.006
4787,0.362,-0.383,1.005
4788,0.245,-0.139,1.016
4789,-0.494,0.298,1.055
4790,-0.953,0.132,0.969
4791,-0.664,0.188,0.977
4792,0.083,0.065,1.007
4793,0.357,-0.062,1.015
4794,-0.011,0.088,1.009
4795,0.100,-0.305,1.010
4796,0.226,-0.329,1.008
4797,0.012,-0.296,0.986
4798,-0.415,-0.241,0.978
4799,-0.653,-0.121,0.996
4800,-0.585,-0.058,1.022
4801,-0.083,0.692,1.028
4802,-0.082,0.408,1.008
4803,-0.098,0.390,1.007
4804,-0.163,0.208,0.998
4805,-0.052,-0.073,1.040
4806,0.043,-0.413,1.025
4807,0.295,-0.017,1.002
4808,0.290,0.038,0.988
4809,-0.084,0.048,1.000
4810,-0.500,0.442,0.999
4811,-0.093,-0.042,1.009
4812,0.019,-0.044,1.009
4813,0.058,0.078,1.006
4814,-0.009,0.105,0.994
4815,-0.136,0.347,0.981
4816,-0.023,0.609,1.009
4817,0.450,0.590,1.040
4818,0.503,0.018,1.040
4819,-0.364,-0.999,0.994
4820,-0.039,-0.122,1.009
4821,-0.024,-0.637,1.013
4822,0.217,-0.735,1.025
4823,0.295,-0.461,1.029
4824,-0.196,0.008,1.007
4825,-0.995,0.352,0.970
4826,-1.503,0.631,0.970
4827,-0.846,0.792,0.987
4828,0.944,0.335,1.034
4829,0.440,-0.312,1.019
4830,0.037,-0.201,1.005
4831,0.116,-0.422,0.998
4832,0.091,-0.541,0.989
4833,-0.101,-0.676,0.996
4834,-0.465,-0.329,1.018
4835,-1.322,0.183,1.028
4836,-0.149,1.213,1.003
4837,0.261,0.313,1.003
4838,0.197,0.492,1.020
4839,0.033,0.456,1.016
4840,-0.546,-0.090,1.016
4841,-0.230,0.075,1.006
4842,0.487,-0.112,0.995
4843,1.171,-0.260,1.013
4844,0.383,-0.405,1.017
4845,-1.177,0.329,0.996
4846,-0.112,0.428,1.009
4847,0.156,-0.148,1.009
4848,0.335,-0.031,1.006
4849,0.107,0.090,0.992
4850,-0.365,0.337,0.999
4851,-0.248,0.595,1.051
4852,0.469,-0.142,1.035
4853,0.077,-0.428,0.982
4854,-0.129,-0.194,1.009
4855,0.000,-0.386,1.010
4856,0.105,-0.773,1.018
4857,0.212,-0.642,1.020
4858,-0.048,-0.156,1.005
4859,-0.787,0.304,0.984
4860,-1.460,0.599,0.960
4861,-0.956,0.686,0.993
4862,0.499,0.505,1.032
4863,0.676,-0.144,1.024
4864,-0.006,0.049,1.008
4865,0.101,-0.273,0.998
4866,0.130,-0.553,0.988
4867,0.060,-0.501,1.009
4868,-0.326,-0.662,1.063
4869,-0.773,0.220,0.991
4870,-0.518,0.757,0.992
4871,0.137,0.601,0.991
4872,0.186,0.470,1.023
4873,0.245,0.693,1.017
4874,-0.234,0.007,1.016
4875,-0.171,-0.051,0.998
4876,0.583,-0.473,1.003
4877,1.147,-0.825,1.014
4878,0.071,-0.788,1.007
4879,-1.046,0.206,1.000
4880,-0.117,0.386,1.009
4881,0.087,0.389,1.005
4882,-0.122,0.243,0.998
4883,-0.463,0.604,0.991
4884,-0.150,0.966,1.035
4885,0.528,-0.154,1.046
4886,0.741,-0.336,1.011
4887,-0.179,-0.715,0.994
4888,-0.288,-0.732,1.002
4889,-0.136,-1.097,1.007
4890,0.197,-0.581,1.021
4891,-0.054,0.073,1.005
4892,-1.029,0.538,0.979
4893,-1.833,0.948,0.957
4894,-1.165,1.256,0.977
4895,0.800,0.692,1.026
4896,0.984,0.007,1.037
4897,0.160,-0.171,1.009
4898,0.140,-0.511,1.000
4899,0.224,-0.379,1.007
4900,0.401,-0.743,1.012
4901,-0.195,-0.874,1.054
4902,-0.630,0.190,0.997
4903,-0.724,0.498,0.985
4904,0.118,0.780,1.002
4905,0.205,0.543,1.016
4906,0.100,0.406,1.014
4907,-0.265,0.050,1.009
4908,-0.092,-0.070,0.995
4909,0.595,-0.300,1.004
4910,0.724,-0.383,1.025
4911,-0.351,-0.296,1.010
4912,-0.400,0.366,1.007
4913,0.112,0.215,1.010
4914,0.165,0.211,0.999
4915,-0.064,0.336,0.991
4916,-0.186,0.519,1.013
4917,0.304,0.177,1.079
4918,0.782,-0.172,1.005
4919,-0.278,-0.587,0.981
4920,-0.256,-0.155,1.005
4921,0.008,-0.598,1.009
4922,0.083,-1.063,1.017
4923,0.425,-0.291,1.023
4924,-0.162,-0.023,0.997
4925,-1.286,0.341,0.963
4926,-1.650,0.645,0.966
4927,-0.588,0.723,1.014
4928,1.141,0.131,1.042
4929,0.237,-0.254,1.011
4930,0.069,-0.323,1.002
4931,0.121,-0.562,0.989
4932,-0.041,-0.632,0.997
4933,-0.419,-0.261,1.040
4934,-1.171,0.093,1.017
4935,-0.831,0.600,0.976
4936,0.312,0.744,1.005
4937,0.282,0.310,1.012
4938,0.126,0.524,1.016
4939,-0.167,0.242,1.013
4940,-0.334,0.142,0.999
4941,0.081,-0.184,0.994
4942,0.821,-0.296,1.009
4943,0.689,-0.091,1.031
4944,-0.338,0.107,1.013
4945,-0.782,0.181,1.000
4946,0.019,-0.041,1.008
4947,0.109,0.202,0.999
4948,0.018,0.262,0.995
4949,-0.149,0.407,1.014
4950,0.129,-0.073,1.076
4951,0.544,-0.268,0.996
4952,0.103,-0.177,0.993
4953,-0.519,0.155,0.997
4954,0.047,-0.115,1.009
4955,0.273,-0.407,1.019
4956,0.396,-0.245,1.017
4957,-0.014,-0.208,1.000
4958,-0.602,-0.103,0.967
4959,-0.725,-0.061,0.998
4960,-0.330,-0.086,1.016
4961,0.086,0.424,1.029
4962,-0.046,0.247,1.009
4963,-0.027,0.161,1.003
4964,0.114,-0.353,0.996
4965,0.064,-0.598,1.001
4966,-0.300,-0.514,1.057
4967,-0.606,0.044,1.005
4968,-0.598,0.485,0.971
4969,-0.203,0.428,0.997
4970,0.258,0.558,1.012
4971,0.099,0.505,1.016
4972,0.037,0.612,1.013
4973,-0.208,-0.031,1.004
4974,0.114,-0.441,0.995
4975,0.594,-0.090,1.004
4976,0.702,0.002,1.025
4977,0.055,-0.075,1.024
4978,-0.686,-0.190,1.005
4979,-0.227,-0.231,1.007
4980,0.119,-0.193,1.004
4981,0.102,0.072,1.000
4982,-0.099,0.330,1.010
4983,-0.200,0.305,1.065
4984,-0.203,-0.348,0.981
4985,0.137,-0.142,0.996
4986,-0.212,0.218,1.000
4987,-0.008,0.071,1.008
4988,0.165,-0.102,1.014
4989,0.310,-0.210,1.015
4990,0.067,-0.222,0.999
4991,-0.240,-0.249,0.981
4992,-0.331,-0.323,0.994
4993,-0.371,-0.309,1.008
4994,-0.338,0.347,1.025
4995,-0.136,0.632,1.010
4996,-0.044,0.266,1.008
4997,0.051,-0.028,1.001
4998,0.102,-0.366,1.001
4999,-0.161,-0.580,1.055
5000,-0.243,-0.187,1.013
5001,-0.327,0.237,0.974
5002,-0.346,0.306,0.991
5003,0.038,0.277,1.009
5004,-0.023,0.565,1.011
5005,0.071,0.674,1.014
5006,-0.065,0.324,1.009
5007,-0.009,0.364,0.993
5008,0.363,0.296,0.991
5009,1.124,-0.099,1.025
5010,1.194,-0.339,1.050
5011,-0.118,-0.742,1.014
5012,-0.949,-0.264,0.993
5013,0.050,-0.452,1.007
5014,0.313,-0.458,1.005
5015,0.266,-0.161,1.016
5016,-0.514,0.299,1.050
5017,-1.015,0.251,0.972
5018,-0.821,0.299,0.975
5019,-0.028,0.175,1.005
5020,0.582,0.002,1.020
5021,0.023,-0.010,1.009
5022,0.087,-0.339,1.010
5023,0.247,-0.404,1.009
5024,0.043,-0.270,0.988
5025,-0.456,-0.193,0.977
5026,-0.791,-0.041,0.993
5027,-0.679,0.091,1.023
5028,-0.083,0.454,1.024
5029,0.120,0.559,1.016
5030,-0.068,0.244,1.009
5031,-0.136,0.268,1.000
5032,0.028,0.035,1.038
5033,-0.080,-0.455,1.021
5034,0.175,-0.028,1.005
5035,0.270,0.047,0.986
5036,0.051,0.014,1.001
5037,-0.415,0.346,1.000
5038,-0.192,0.084,1.007
5039,0.010,-0.098,1.008
5040,0.068,0.065,1.008
5041,0.036,0.039,0.997
5042,-0.155,0.314,0.982
5043,-0.154,0.652,1.000
5044,0.303,0.649,1.037
5045,0.839,0.191,1.057
5046,-0.409,-1.017,0.984
5047,-0.103,-0.163,1.010
5048,-0.007,-0.573,1.012
5049,0.075,-0.838,1.020
5050,0.231,-0.636,1.027
5051,-0.155,-0.232,1.010
5052,-1.014,0.495,0.973
5053,-1.648,0.694,0.965
5054,-1.083,0.905,0.987
5055,0.876,0.567,1.025
5056,0.639,-0.157,1.024
5057,-0.005,-0.187,1.005
5058,0.025,-0.282,0.997
5059,0.097,-0.468,0.992
5060,0.063,-0.649,0.999
5061,-0.225,-0.517,1.025
5062,-1.121,0.185,1.032
5063,-0.190,1.180,0.990
5064,0.156,0.338,1.006
5065,0.209,0.502,1.018
5066,0.039,0.358,1.015
5067,-0.380,-0.046,1.018
5068,-0.232,0.027,1.005
5069,0.366,-0.096,0.993
5070,1.015,-0.188,1.011
5071,0.410,-0.385,1.019
5072,-1.054,0.274,0.998
5073,-0.087,0.348,1.009
5074,0.183,-0.096,1.010
5075,0.338,-0.027,1.004
5076,0.098,0.073,0.992
5077,-0.287,0.424,1.003
5078,-0.065,0.458,1.060
5079,0.563,-0.155,1.027
5080,-0.156,-0.558,0.978
5081,-0.182,-0.222,1.008
5082,-0.010,-0.457,1.009
5083,0.055,-0.889,1.017
5084,0.304,-0.601,1.023
5085,-0.041,-0.057,1.004
5086,-0.923,0.348,0.980
5087,-1.589,0.627,0.956
5088,-0.919,0.714,0.996
5089,0.655,0.474,1.035
5090,0.655,-0.218,1.023
5091,0.019,-0.107,1.006
5092,0.131,-0.454,0.996
5093,0.102,-0.642,0.985
5094,-0.115,-0.583,1.012
5095,-0.700,-0.218,1.068
5096,-1.070,0.291,0.969
5097,-0.157,0.835,1.003
5098,0.289,0.517,0.992
5099,0.141,0.449,1.021
5100,0.059,0.521,1.016
5101,-0.337,0.070,1.013
5102,-0.202,0.009,0.992
5103,0.666,-0.256,1.002
5104,1.119,-0.458,1.025
5105,0.012,-0.657,1.011
5106,-0.976,0.471,1.000
5107,0.020,0.449,1.010
5108,0.158,0.233,1.004
5109,0.025,0.247,0.994
5110,-0.221,0.441,1.005
5111,0.075,0.525,1.056
5112,0.646,-0.312,1.033
5113,0.483,-0.347,0.989
5114,-0.605,-0.429,0.994
5115,-0.053,-0.397,1.004
5116,0.031,-1.047,1.014
5117,0.423,-0.481,1.024
5118,0.086,-0.081,1.006
5119,-0.993,0.278,0.976
5120,-1.704,0.589,0.955
5121,-1.024,0.732,1.002
5122,0.723,0.406,1.038
5123,0.728,-0.314,1.021
5124,0.054,-0.262,1.004
5125,0.118,-0.481,0.992
5126,0.034,-0.583,0.993
5127,-0.307,-0.352,1.015
5128,-1.073,0.024,1.051
5129,-0.968,0.442,0.973
5130,0.015,0.727,0.998
5131,0.523,0.488,1.008
5132,0.118,0.402,1.018
5133,-0.011,0.402,1.014
5134,-0.309,0.151,1.007
5135,-0.131,-0.084,0.993
5136,0.649,-0.357,1.000
5137,0.853,-0.254,1.027
5138,-0.026,-0.014,1.021
5139,-0.882,0.203,0.998
5140,-0.103,0.224,1.007
5141,0.084,0.279,1.001
5142,0.041,0.412,0.993
5143,0.015,0.465,1.009
5144,0.433,0.036,1.090
5145,0.900,-0.418,0.999
5146,0.219,-0.730,0.995
5147,-0.927,0.206,0.989
5148,-0.020,-0.231,1.005
5149,0.099,-0.892,1.015
5150,0.440,-0.597,1.022
5151,0.169,-0.032,1.006
5152,-0.933,0.149,0.967
5153,-1.556,0.436,0.969
5154,-0.920,0.543,1.004
5155,0.681,0.393,1.041
5156,0.553,-0.088,1.020
5157,-0.000,0.111,1.005
5158,0.148,-0.443,0.995
5159,0.096,-0.563,0.998
5160,-0.105,-0.677,1.030
5161,-0.640,-0.135,1.041
5162,-0.768,0.403,0.970
5163,-0.451,0.472,0.991
5164,0.272,0.561,1.010
5165,0.072,0.413,1.013
5166,-0.007,0.516,1.015
5167,-0.236,0.148,1.002
5168,-0.035,-0.036,0.996
5169,0.527,-0.003,1.001
5170,0.781,0.113,1.026
5171,0.317,-0.091,1.028
5172,-0.601,-0.354,1.007
5173,-0.186,-0.247,1.007
5174,0.199,-0.422,1.005
5175,0.187,-0.024,1.002
5176,-0.143,0.325,1.007
5177,-0.545,0.665,1.067
5178,-0.493,0.032,0.977
5179,0.184,-0.200,0.994
5180,0.268,-0.041,1.009
5181,-0.028,0.069,1.007
5182,0.147,0.006,1.014
5183,0.365,-0.256,1.017
5184,0.216,-0.393,1.006
5185,-0.118,-0.424,0.983
5186,-0.383,-0.434,0.987
5187,-0.580,-0.313,1.001
5188,-0.550,0.177,1.021
5189,-0.163,0.809,1.012
5190,-0.049,0.227,1.012
5191,-0.064,0.143,0.998
5192,0.052,-0.283,1.001
5193,0.003,-0.530,1.034
5194,-0.082,-0.455,1.044
5195,-0.176,0.212,0.980
5196,-0.465,0.327,0.984
5197,-0.209,0.253,1.002
5198,0.010,0.497,1.009
5199,0.031,0.465,1.012
5200,-0.073,0.229,1.009
5201,-0.096,0.429,0.995
5202,0.130,0.397,0.983
5203,0.782,0.132,1.015
5204,1.129,0.015,1.049
5205,0.353,-0.470,1.032
5206,-0.987,-0.468,0.988
5207,0.016,-0.366,1.010
5208,0.330,-0.569,1.003
5209,0.359,-0.267,1.010
5210,-0.192,0.069,1.058
5211,-0.883,0.234,0.978
5212,-0.991,0.228,0.971
5213,-0.386,0.286,0.994
5214,0.496,0.049,1.019
5215,0.169,0.001,1.011
5216,0.032,-0.183,1.009
5217,0.195,-0.542,1.009
5218,0.153,-0.392,0.996
5219,-0.275,-0.319,0.977
5220,-0.867,0.041,0.977
5221,-0.943,0.129,1.019
5222,-0.547,0.338,1.018
5223,0.368,0.752,1.028
5224,0.105,0.104,1.012
5225,-0.065,0.349,1.008
5226,0.050,0.156,1.025
5227,-0.231,-0.391,1.020
5228,-0.147,-0.178,1.015
5229,0.112,0.129,0.983
5230,0.207,0.069,0.995
5231,-0.042,0.399,1.005
5232,-0.350,0.211,1.004
5233,-0.033,-0.079,1.008
5234,0.055,-0.223,1.008
5235,0.078,-0.069,1.004
5236,-0.061,0.321,0.989
5237,-0.289,0.675,0.983
5238,-0.219,0.655,1.020
5239,0.682,0.504,1.064
5240,0.506,-0.592,1.004
5241,-0.305,-0.462,1.002
5242,-0.012,-0.249,1.008
5243,-0.020,-0.849,1.015
5244,0.295,-0.734,1.027
5245,0.084,-0.538,1.020
5246,-0.636,0.268,0.987
5247,-1.505,0.689,0.964
5248,-1.489,0.806,0.976
5249,-0.058,0.867,1.004
5250,1.233,0.057,1.039
5251,0.051,0.081,1.011
5252,0.035,-0.049,1.002
5253,0.179,-0.440,1.001
5254,0.324,-0.414,1.004
5255,0.407,-0.979,1.012
5256,-0.411,-0.661,1.042
5257,-0.942,0.722,0.999
5258,-0.182,0.936,0.985
5259,0.159,0.359,1.018
5260,0.204,0.397,1.017
5261,-0.063,-0.004,1.022
5262,-0.204,-0.141,1.009
5263,0.069,-0.017,0.990
5264,0.572,-0.232,1.003
5265,0.473,-0.405,1.017
5266,-0.759,-0.066,1.001
5267,-0.130,0.481,1.010
5268,0.145,-0.112,1.010
5269,0.256,-0.084,1.004
5270,0.065,0.098,0.993
5271,-0.305,0.428,0.996
5272,-0.234,0.553,1.031
5273,0.453,-0.118,1.052
5274,0.014,-0.376,0.982
5275,-0.120,-0.267,1.010
5276,0.003,-0.286,1.008
5277,0.092,-0.755,1.018
5278,0.278,-0.732,1.024
5279,-0.004,-0.314,1.006
5280,-0.761,0.222,0.982
5281,-1.537,0.558,0.960
5282,-1.101,0.703,0.991
5283,0.467,0.417,1.032
5284,0.671,-0.217,1.022
5285,-0.019,-0.032,1.006
5286,0.027,-0.337,0.995
5287,0.036,-0.439,0.985
5288,-0.107,-0.426,1.005
5289,-0.483,-0.205,1.063
5290,-0.924,0.190,0.990
5291,-0.198,0.713,1.001
5292,0.230,0.598,0.988
5293,0.120,0.343,1.022
5294,0.188,0.613,1.021
5295,-0.227,0.076,1.015
5296,-0.219,0.056,0.998
5297,0.412,-0.310,1.000
5298,1.092,-0.500,1.013
5299,0.371,-0.774,1.018
5300,-1.084,0.170,0.997
5301,-0.131,0.488,1.008
5302,0.136,0.313,1.006
5303,0.015,0.214,0.996
5304,-0.273,0.329,1.000
5305,-0.206,0.704,1.023
5306,0.432,-0.126,1.053
5307,0.661,-0.234,1.002
5308,-0.385,-0.525,0.993
5309,-0.065,-0.291,1.005
5310,-0.049,-1.052,1.014
5311,0.256,-0.671,1.021
5312,0.082,-0.089,1.009
5313,-0.867,0.369,0.980
5314,-1.726,0.666,0.951
5315,-1.172,0.843,0.992
5316,0.572,0.615,1.032
5317,0.958,-0.314,1.030
5318,0.031,-0.192,1.006
5319,0.124,-0.498,0.995
5320,0.064,-0.556,0.989
5321,-0.208,-0.432,1.008
5322,-0.852,-0.084,1.065
5323,-1.027,0.287,0.973
5324,-0.153,0.793,0.996
5325,0.526,0.548,1.000
5326,0.127,0.396,1.022
5327,0.058,0.482,1.013
5328,-0.327,0.047,1.011
5329,-0.215,0.004,0.994
5330,0.534,-0.295,0.998
5331,0.963,-0.365,1.024
5332,0.147,-0.314,1.022
5333,-1.003,0.288,0.998
5334,-0.072,0.498,1.007
5335,0.081,0.320,1.002
5336,0.057,0.355,0.994
5337,-0.013,0.472,1.007
5338,0.328,0.244,1.066
5339,0.944,-0.339,1.035
5340,0.403,-0.720,0.988
5341,-0.832,-0.199,0.991
5342,-0.127,-0.171,1.004
5343,0.057,-0.871,1.015
5344,0.346,-0.710,1.023
5345,0.225,-0.142,1.010
5346,-0.815,0.246,0.980
5347,-1.653,0.517,0.952
5348,-1.202,0.715,0.996
5349,0.388,0.488,1.034
5350,1.002,-0.142,1.030
5351,0.025,-0.061,1.006
5352,0.144,-0.366,0.997
5353,0.116,-0.614,0.992
5354,-0.100,-0.605,1.013
5355,-0.672,-0.167,1.065
5356,-0.901,0.330,0.972
5357,-0.430,0.571,0.985
5358,0.383,0.599,1.006
5359,0.061,0.268,1.017
5360,0.006,0.407,1.015
5361,-0.251,0.171,1.008
5362,-0.192,0.004,0.994
5363,0.427,-0.207,0.995
5364,0.728,0.014,1.023
5365,0.256,0.166,1.024
5366,-0.744,-0.088,1.006
5367,-0.136,0.041,1.007
5368,0.129,-0.406,1.006
5369,0.154,-0.113,0.998
5370,0.036,0.090,1.000
5371,-0.493,0.542,1.035
5372,-0.423,0.297,1.030
5373,0.085,-0.188,0.987
5374,0.263,0.065,1.003
5375,-0.025,-0.034,1.009
5376,0.051,-0.119,1.010
5377,0.192,-0.504,1.017
5378,0.312,-0.338,1.014
5379,-0.104,-0.162,0.992
5380,-0.662,-0.062,0.971
5381,-0.787,0.034,0.997
5382,-0.321,0.051,1.020
5383,0.144,0.597,1.027
5384,-0.015,0.107,1.010
5385,-0.081,0.309,1.001
5386,0.072,-0.289,0.997
5387,0.069,-0.506,1.006
5388,-0.170,-0.687,1.067
5389,-0.247,0.053,0.999
5390,-0.500,0.389,0.971
5391,-0.367,0.408,0.997
5392,0.089,0.503,1.009
5393,0.063,0.470,1.014
5394,-0.021,0.464,1.010
5395,-0.176,0.011,1.003
5396,0.097,-0.014,0.992
5397,0.530,0.190,1.003
5398,0.835,0.029,1.029
5399,0.354,-0.181,1.036
5400,-0.739,-0.474,1.000
5401,-0.177,-0.155,1.007
5402,0.230,-0.446,1.004
5403,0.232,-0.243,1.005
5404,-0.017,0.045,1.018
5405,-0.639,0.466,1.045
5406,-0.777,0.055,0.969
5407,-0.199,0.053,0.991
5408,0.355,0.021,1.014
5409,0.020,0.120,1.009
5410,0.057,0.072,1.012
5411,0.235,-0.127,1.013
5412,0.177,-0.271,1.001
5413,0.012,-0.442,0.990
5414,-0.187,-0.526,0.986
5415,-0.453,-0.518,1.005
5416,-0.715,0.024,1.016
5417,-0.267,1.170,1.017
5418,-0.041,0.210,1.011
5419,-0.120,0.395,1.001
5420,-0.040,-0.031,1.001
5421,-0.057,-0.350,1.054
5422,0.091,-0.261,1.017
5423,0.217,0.094,0.986
5424,0.027,0.077,0.994
5425,-0.338,0.041,1.000
5426,-0.184,0.497,1.006
5427,0.015,0.340,1.011
5428,0.071,0.422,1.011
5429,0.076,0.342,1.000
5430,0.152,0.173,0.984
5431,0.627,-0.100,1.006
5432,1.016,-0.122,1.048
5433,0.557,-0.266,1.036
5434,-0.688,-0.601,1.001
5435,-0.637,-0.133,0.998
5436,0.232,-0.328,1.008
5437,0.143,-0.732,1.017
5438,-0.117,-0.598,1.031
5439,-0.305,-0.282,1.009
5440,-0.867,0.271,0.978
5441,-1.198,0.707,0.973
5442,-0.773,0.638,0.994
5443,0.705,0.391,1.021
5444,0.270,-0.301,1.015
5445,-0.023,0.060,1.008
5446,-0.025,-0.061,0.998
5447,-0.112,-0.171,0.989
5448,-0.187,-0.153,0.985
5449,-0.032,-0.294,1.020
5450,-0.318,-0.369,1.036
5451,-0.585,0.952,1.016
5452,0.098,0.626,0.996
5453,0.068,0.140,1.015
5454,0.247,0.555,1.023
5455,0.115,0.313,1.017
5456,-0.290,-0.129,1.017
5457,-0.138,-0.203,1.002
5458,0.476,-0.234,0.993
5459,0.817,-0.296,1.009
5460,-0.140,-0.452,1.007
5461,-0.775,0.449,1.000
5462,-0.037,0.146,1.010
5463,0.200,-0.260,1.008
5464,0.173,0.066,1.002
5465,-0.141,0.237,0.989
5466,-0.582,0.543,0.994
5467,-0.253,0.756,1.048
5468,0.647,-0.175,1.030
5469,0.064,-0.586,0.993
5470,-0.010,-0.019,1.009
5471,0.091,-0.283,1.015
5472,0.140,-0.670,1.019
5473,0.109,-0.772,1.017
5474,-0.104,-0.252,1.000
5475,-0.828,0.253,0.981
5476,-1.400,0.473,0.964
5477,-0.791,0.602,1.002
5478,0.705,0.303,1.032
5479,0.189,-0.047,1.015
5480,-0.110,0.245,1.000
5481,-0.039,-0.215,0.994
5482,0.090,-0.448,0.992
5483,0.127,-0.445,1.018
5484,-0.195,-0.531,1.061
5485,-0.690,0.327,0.991
5486,-0.246,1.019,0.989
5487,0.057,0.240,0.999
5488,0.135,0.331,1.019
5489,0.074,0.276,1.021
5490,-0.199,0.046,1.015
5491,-0.238,0.108,0.991
5492,0.297,-0.140,0.996
5493,0.775,-0.171,1.016
5494,0.178,-0.203,1.022
5495,-0.790,0.493,1.000
5496,0.000,0.074,1.011
5497,0.202,0.196,1.006
5498,0.267,0.046,0.996
5499,0.046,0.245,0.998
5500,0.074,0.264,1.027
5501,0.607,-0.194,1.078
5502,0.392,-0.217,0.979
5503,-0.876,-0.550,0.988
5504,-0.008,-0.084,1.006
5505,0.040,-0.753,1.014
5506,0.209,-0.881,1.021
5507,0.325,-0.265,1.015
5508,-0.407,0.042,0.993
5509,-1.436,0.351,0.958
5510,-1.445,0.585,0.981
5511,-0.189,0.592,1.020
5512,1.074,-0.035,1.035
5513,0.008,-0.076,1.009
5514,0.027,-0.222,0.998
5515,0.086,-0.549,0.986
5516,-0.063,-0.530,1.001
5517,-0.448,-0.271,1.060
5518,-0.962,0.137,0.997
5519,-0.604,0.587,0.980
5520,0.414,0.830,1.000
5521,0.063,0.198,1.017
5522,0.144,0.569,1.014
5523,-0.252,0.047,1.013
5524,-0.299,0.116,0.997
5525,0.203,-0.249,0.996
5526,0.859,-0.346,1.013
5527,0.528,-0.140,1.029
5528,-0.635,0.126,1.007
5529,-0.572,0.361,1.000
5530,0.026,0.151,1.006
5531,0.075,0.390,0.996
5532,-0.021,0.447,0.998
5533,0.102,0.384,1.030
5534,0.759,-0.285,1.076
5535,0.796,-0.581,0.989
5536,-0.506,-0.394,0.988
5537,-0.475,0.233,0.998
5538,0.028,-0.545,1.011
5539,0.285,-0.839,1.019
5540,0.437,-0.277,1.017
5541,-0.351,0.081,0.991
5542,-1.282,0.213,0.955
5543,-1.284,0.430,0.993
5544,-0.135,0.371,1.026
5545,0.898,0.155,1.033
5546,-0.004,0.071,1.009
5547,0.042,-0.011,0.999
5548,0.145,-0.561,0.992
5549,0.040,-0.598,1.007
5550,-0.373,-0.522,1.070
5551,-0.667,0.176,0.986
5552,-0.709,0.452,0.970
5553,0.078,0.568,1.006
5554,0.086,0.386,1.010
5555,0.041,0.451,1.013
5556,-0.110,0.358,1.010
5557,-0.224,0.058,0.999
5558,0.201,-0.072,0.993
5559,0.621,0.152,1.012
5560,0.651,0.083,1.028
5561,-0.087,-0.147,1.021
5562,-0.588,-0.335,1.002
