accelerometer	 104.0Hz
cycle sample index,accel X,accel Y,accel Z
14171,-0.150,-0.372,1.045
14172,-0.541,0.043,0.996
14173,-1.198,0.342,0.963
14174,-1.083,0.566,0.979
14175,0.164,0.391,1.016
14176,0.600,-0.142,1.021
14177,-0.002,-0.031,1.009
14178,0.034,-0.204,1.007
14179,0.027,-0.250,0.995
14180,-0.154,-0.206,0.986
14181,-0.367,-0.083,0.983
14182,-0.410,0.119,1.026
14183,-0.482,0.073,1.032
14184,-0.022,0.872,1.012
14185,0.044,0.078,1.008
14186,0.093,0.224,1.015
14187,0.052,0.242,1.017
14188,-0.190,-0.227,1.019
14189,-0.207,-0.104,1.017
14190,-0.032,0.122,0.985
14191,0.258,0.018,0.994
14192,0.255,0.129,1.008
14193,-0.366,-0.060,1.009
14194,-0.181,0.380,1.006
14195,0.047,-0.076,1.010
14196,0.174,-0.112,1.005
14197,0.042,0.130,0.994
14198,-0.215,0.415,0.984
14199,-0.249,0.457,1.021
14200,0.407,0.316,1.069
14201,0.354,-0.306,0.992
14202,-0.272,-0.380,1.001
14203,0.025,-0.105,1.008
14204,0.083,-0.646,1.017
14205,0.227,-0.762,1.026
14206,0.144,-0.416,1.017
14207,-0.538,0.157,0.984
14208,-1.369,0.530,0.970
14209,-1.302,0.734,0.970
14210,0.210,0.611,1.028
14211,0.887,-0.243,1.028
14212,0.027,-0.229,1.008
14213,0.098,-0.483,1.000
14214,0.054,-0.444,0.987
14215,-0.129,-0.342,0.991
14216,-0.456,-0.017,1.022
14217,-0.989,0.066,1.041
14218,-0.433,0.434,0.991
14219,0.423,0.758,0.996
14220,0.083,0.205,1.021
14221,0.138,0.474,1.021
14222,-0.197,0.124,1.018
14223,-0.264,-0.011,1.006
14224,0.216,-0.102,0.992
14225,0.874,-0.162,1.004
14226,0.633,-0.443,1.024
14227,-0.857,-0.124,1.002
14228,-0.412,0.545,1.003
14229,0.066,0.203,1.010
14230,0.209,0.233,0.999
14231,0.099,0.176,0.992
14232,-0.015,0.279,1.011
14233,0.354,0.046,1.077
14234,0.700,-0.197,1.015
14235,-0.386,-0.499,0.974
14236,-0.391,-0.087,1.004
14237,0.004,-0.303,1.008
14238,0.085,-0.955,1.019
14239,0.496,-0.445,1.026
14240,0.037,-0.083,1.001
14241,-0.990,0.167,0.976
14242,-1.483,0.399,0.961
14243,-0.806,0.507,1.011
14244,0.737,0.222,1.036
14245,0.399,-0.231,1.016
14246,-0.007,0.081,1.005
14247,0.106,-0.379,0.994
14248,0.037,-0.437,0.988
14249,-0.218,-0.221,1.017
14250,-0.636,-0.061,1.066
14251,-0.682,0.268,0.975
14252,0.058,0.639,1.000
14253,0.078,0.302,0.996
14254,0.105,0.328,1.020
14255,0.114,0.452,1.013
14256,-0.239,-0.073,1.013
14257,-0.094,-0.096,0.993
14258,0.511,-0.421,0.996
14259,0.695,-0.307,1.021
14260,-0.076,0.054,1.019
14261,-0.983,0.227,0.998
14262,-0.082,0.106,1.006
14263,0.041,0.054,1.003
14264,0.054,0.341,0.990
14265,-0.136,0.275,1.003
14266,0.004,0.269,1.058
14267,0.465,-0.232,1.031
14268,0.414,-0.194,0.992
14269,-0.618,0.057,0.990
14270,-0.009,-0.026,1.008
14271,0.073,-0.477,1.012
14272,0.302,-0.575,1.026
14273,0.294,-0.112,1.011
14274,-0.433,0.025,0.987
14275,-1.022,0.147,0.962
14276,-0.818,0.213,1.004
14277,0.103,0.206,1.029
14278,0.427,0.208,1.024
14279,-0.016,0.123,1.009
14280,0.067,-0.048,0.999
14281,0.152,-0.526,0.992
14282,-0.057,-0.362,1.007
14283,-0.462,-0.264,1.072
14284,-0.581,0.214,0.985
14285,-0.468,0.365,0.975
14286,0.213,0.547,1.007
14287,0.014,0.154,1.010
14288,0.026,0.203,1.013
14289,-0.063,0.139,1.013
14290,-0.184,0.039,0.998
14291,-0.025,0.201,0.988
14292,0.300,0.271,1.005
14293,0.437,0.292,1.026
14294,-0.043,0.007,1.024
14295,-0.293,-0.388,1.005
14296,0.088,-0.422,1.009
14297,0.274,-0.467,1.001
14298,0.186,-0.039,1.003
14299,-0.348,0.313,1.019
14300,-0.793,0.592,1.040
14301,-0.519,0.137,0.976
14302,0.321,-0.000,1.004
14303,0.283,-0.112,1.012
14304,-0.004,0.000,1.010
14305,0.202,0.053,1.014
14306,0.354,-0.432,1.014
14307,0.178,-0.445,0.998
14308,-0.113,-0.496,0.984
14309,-0.432,-0.382,0.988
14310,-0.709,-0.256,1.007
14311,-0.547,0.332,1.023
14312,-0.123,0.633,1.009
14313,-0.057,0.329,1.010
14314,-0.111,0.268,0.997
14315,0.003,-0.253,1.002
14316,0.089,-0.698,1.059
14317,0.257,-0.319,1.019
14318,0.072,0.122,0.979
14319,-0.524,0.180,0.988
14320,-0.525,0.273,0.998
14321,-0.005,0.429,1.009
14322,-0.015,0.369,1.011
14323,-0.063,0.280,1.007
14324,-0.046,0.234,0.994
14325,0.191,0.118,0.987
14326,0.737,0.052,1.019
14327,0.820,0.038,1.048
14328,-0.051,-0.328,1.020
14329,-0.883,-0.210,0.995
14330,0.047,-0.197,1.009
14331,0.324,-0.420,1.005
14332,0.398,-0.225,1.015
14333,-0.137,-0.222,1.057
14334,-0.589,-0.204,0.981
14335,-0.718,0.051,0.976
14336,-0.491,0.203,0.995
14337,0.111,0.156,1.014
14338,0.005,0.124,1.009
14339,0.008,-0.064,1.009
14340,0.047,-0.082,1.006
14341,-0.015,-0.171,0.989
14342,-0.142,-0.179,0.989
14343,-0.132,-0.166,0.997
14344,-0.268,-0.222,1.028
14345,-0.351,0.171,1.017
14346,-0.221,0.874,1.016
14347,-0.005,0.027,1.009
14348,0.019,0.264,1.007
14349,0.012,0.052,1.032
14350,-0.203,-0.157,1.019
14351,-0.171,-0.007,1.006
14352,0.088,0.165,0.982
14353,0.278,0.056,1.003
14354,0.061,0.302,1.010
14355,-0.338,0.094,1.005
14356,0.005,-0.083,1.009
14357,0.136,-0.352,1.008
14358,0.156,-0.307,1.004
14359,-0.199,0.215,0.988
14360,-0.660,0.525,0.987
14361,-0.667,0.812,1.012
14362,0.402,0.676,1.055
14363,0.550,-0.737,0.997
14364,-0.058,-0.100,1.011
14365,-0.020,-0.214,1.010
14366,0.033,-0.658,1.016
14367,0.150,-0.529,1.025
14368,0.083,-0.172,1.012
14369,-0.589,0.166,0.979
14370,-1.125,0.433,0.975
14371,-0.808,0.465,0.987
14372,0.497,0.329,1.032
14373,0.233,-0.197,1.014
14374,-0.061,0.191,1.004
14375,-0.014,-0.154,0.996
14376,0.004,-0.325,0.990
14377,-0.001,-0.292,0.995
14378,-0.080,-0.322,1.033
14379,-0.703,-0.064,1.040
14380,-0.283,0.913,0.995
14381,0.068,0.338,0.992
14382,0.164,0.358,1.022
14383,0.183,0.475,1.015
14384,-0.162,0.058,1.024
14385,-0.210,-0.082,1.007
14386,0.299,-0.159,0.992
14387,0.865,-0.275,1.007
14388,0.392,-0.565,1.017
14389,-1.057,0.122,0.996
14390,-0.088,0.325,1.009
14391,0.131,-0.126,1.011
14392,0.256,0.029,1.005
14393,0.022,0.095,0.990
14394,-0.468,0.263,1.000
14395,-0.444,0.620,1.044
14396,0.305,0.068,1.025
14397,0.220,-0.428,0.990
14398,-0.046,-0.092,1.010
14399,0.003,-0.272,1.009
14400,0.011,-0.883,1.017
14401,0.194,-0.528,1.021
14402,-0.037,-0.061,1.002
14403,-0.855,0.372,0.980
14404,-1.372,0.563,0.960
14405,-0.736,0.671,1.005
14406,0.708,0.346,1.035
14407,0.449,-0.315,1.017
14408,0.004,0.033,1.006
14409,0.115,-0.342,0.996
14410,0.061,-0.395,0.986
14411,-0.143,-0.274,1.012
14412,-0.481,-0.192,1.069
14413,-0.695,0.096,0.979
14414,-0.034,0.773,1.005
14415,0.074,0.336,0.987
14416,0.124,0.325,1.023
14417,0.233,0.625,1.023
14418,-0.219,-0.085,1.015
14419,-0.115,-0.097,0.994
14420,0.534,-0.354,1.000
14421,0.882,-0.591,1.015
14422,-0.019,-0.530,1.013
14423,-1.067,0.389,0.996
14424,-0.106,0.444,1.008
14425,0.078,0.351,1.003
14426,0.054,0.263,0.994
14427,-0.114,0.328,0.999
14428,0.040,0.310,1.034
14429,0.640,-0.182,1.064
14430,0.497,-0.327,0.988
14431,-0.686,-0.183,0.991
14432,-0.017,-0.098,1.007
14433,0.041,-0.742,1.014
14434,0.391,-0.641,1.028
14435,0.284,-0.105,1.012
14436,-0.627,0.106,0.985
14437,-1.358,0.299,0.955
14438,-1.062,0.494,1.001
14439,0.221,0.286,1.029
14440,0.774,-0.095,1.026
14441,0.020,-0.050,1.008
14442,0.127,-0.329,0.997
14443,0.098,-0.472,0.989
14444,-0.183,-0.230,1.008
14445,-0.687,-0.018,1.071
14446,-0.798,0.257,0.977
14447,-0.227,0.421,0.986
14448,0.403,0.527,1.005
14449,0.048,0.157,1.018
14450,0.148,0.473,1.017
14451,-0.191,-0.132,1.015
14452,-0.155,-0.024,0.994
14453,0.241,-0.318,0.990
14454,0.513,-0.096,1.014
14455,0.069,0.227,1.021
14456,-0.639,0.163,1.007
14457,-0.251,-0.037,1.009
14458,0.036,-0.153,1.007
14459,0.040,0.238,0.994
14460,-0.027,0.289,0.999
14461,-0.055,0.232,1.037
14462,0.261,-0.219,1.047
14463,0.415,-0.220,0.993
14464,-0.393,0.067,0.990
14465,-0.245,0.065,1.004
14466,0.043,-0.087,1.010
14467,0.236,-0.535,1.020
14468,0.332,-0.268,1.013
14469,-0.176,-0.085,0.991
14470,-0.712,0.038,0.969
14471,-0.690,0.079,1.001
14472,-0.176,0.053,1.023
14473,0.191,0.425,1.028
14474,-0.012,0.080,1.008
14475,0.006,0.144,1.002
14476,0.142,-0.358,0.997
14477,0.026,-0.377,1.006
14478,-0.326,-0.513,1.066
14479,-0.385,0.083,0.993
14480,-0.496,0.321,0.973
14481,-0.152,0.392,0.999
14482,0.096,0.479,1.009
14483,0.067,0.451,1.014
14484,-0.004,0.354,1.012
14485,-0.150,-0.012,1.003
14486,0.086,-0.065,0.990
14487,0.487,0.094,1.005
14488,0.649,0.121,1.029
14489,0.119,-0.015,1.029
14490,-0.739,-0.388,1.002
14491,0.004,-0.210,1.010
14492,0.247,-0.573,1.002
14493,0.256,-0.255,1.006
14494,-0.080,-0.023,1.017
14495,-0.769,0.470,1.045
14496,-0.840,0.274,0.968
14497,-0.231,0.098,0.991
14498,0.519,0.083,1.017
14499,0.029,-0.020,1.010
14500,0.050,0.083,1.011
14501,0.231,-0.136,1.013
14502,0.196,-0.263,1.004
14503,0.014,-0.374,0.990
14504,-0.152,-0.403,0.987
14505,-0.345,-0.400,1.004
14506,-0.678,-0.158,1.016
14507,-0.270,1.044,1.018
14508,-0.020,0.107,1.010
14509,-0.066,0.352,1.004
14510,0.050,-0.163,1.000
14511,-0.067,-0.396,1.044
14512,-0.080,-0.408,1.025
14513,-0.001,0.174,0.983
14514,-0.208,0.180,0.987
14515,-0.309,0.100,1.000
14516,-0.048,0.552,1.008
14517,-0.001,0.278,1.011
14518,0.019,0.299,1.009
14519,-0.021,0.384,0.999
14520,0.034,0.170,0.983
14521,0.498,0.056,1.005
14522,0.912,0.079,1.046
14523,0.533,-0.124,1.035
14524,-0.852,-0.565,0.996
14525,-0.242,-0.054,1.008
14526,0.233,-0.522,1.007
14527,0.402,-0.528,1.008
14528,-0.022,-0.473,1.050
14529,-0.421,-0.060,1.002
14530,-1.008,0.212,0.970
14531,-1.078,0.479,0.974
14532,-0.158,0.423,1.008
14533,0.613,-0.067,1.021
14534,-0.002,-0.032,1.010
14535,0.031,-0.217,1.009
14536,0.039,-0.297,0.996
14537,-0.129,-0.204,0.986
14538,-0.367,-0.105,0.979
14539,-0.464,0.085,1.021
14540,-0.493,0.177,1.026
14541,-0.106,0.639,1.026
14542,0.085,0.285,1.003
14543,0.063,0.151,1.014
14544,0.073,0.306,1.018
14545,-0.185,-0.187,1.017
14546,-0.232,-0.160,1.018
14547,-0.057,0.121,0.988
14548,0.232,0.034,0.991
14549,0.286,0.141,1.008
14550,-0.263,-0.061,1.009
14551,-0.272,0.416,1.005
14552,0.027,-0.065,1.011
14553,0.162,-0.146,1.006
14554,0.069,0.108,0.996
14555,-0.191,0.325,0.984
14556,-0.336,0.415,1.015
14557,0.201,0.471,1.057
14558,0.549,-0.210,1.014
14559,-0.288,-0.423,0.994
14560,-0.002,-0.056,1.007
14561,0.058,-0.529,1.014
14562,0.140,-0.777,1.025
14563,0.224,-0.428,1.023
14564,-0.358,0.043,0.991
14565,-1.216,0.505,0.970
14566,-1.380,0.704,0.966
14567,-0.101,0.667,1.020
14568,1.034,-0.148,1.034
14569,0.047,-0.294,1.009
14570,0.085,-0.412,1.001
14571,0.067,-0.496,0.989
14572,-0.141,-0.334,0.984
14573,-0.520,-0.020,1.014
14574,-0.969,0.203,1.057
14575,-0.634,0.285,0.981
14576,0.598,0.888,1.004
14577,0.050,0.121,1.018
14578,0.137,0.427,1.019
14579,-0.084,0.255,1.018
14580,-0.303,-0.041,1.012
14581,0.028,-0.001,0.990
14582,0.724,-0.161,1.003
14583,0.795,-0.315,1.022
14584,-0.403,-0.344,1.009
14585,-0.742,0.576,0.999
14586,0.021,0.189,1.010
14587,0.184,0.232,1.003
14588,0.161,0.117,0.994
14589,-0.012,0.230,1.004
14590,0.168,0.127,1.046
14591,0.617,-0.203,1.054
14592,0.017,-0.325,0.976
14593,-0.616,-0.212,0.997
14594,-0.021,-0.174,1.006
14595,0.003,-0.908,1.016
14596,0.407,-0.583,1.027
14597,0.212,-0.081,1.009
14598,-0.752,0.179,0.983
14599,-1.482,0.418,0.955
14600,-1.048,0.574,1.000
14601,0.386,0.323,1.033
14602,0.792,-0.246,1.024
14603,0.020,-0.074,1.008
14604,0.126,-0.426,0.995
14605,0.054,-0.464,0.986
14606,-0.259,-0.204,1.006
14607,-0.762,0.086,1.071
14608,-0.875,0.257,0.976
14609,-0.046,0.542,0.995
14610,0.396,0.442,1.002
14611,0.053,0.180,1.019
14612,0.210,0.605,1.019
14613,-0.207,-0.094,1.015
14614,-0.160,-0.027,0.994
14615,0.367,-0.409,0.995
14616,0.748,-0.420,1.014
14617,0.126,-0.030,1.022
14618,-0.981,0.215,0.999
14619,-0.257,0.271,1.005
14620,0.028,-0.011,1.007
14621,0.057,0.332,0.991
14622,-0.115,0.230,0.999
14623,-0.065,0.255,1.032
14624,0.379,-0.171,1.058
14625,0.454,-0.236,0.993
14626,-0.538,0.125,0.985
14627,-0.042,0.010,1.007
14628,0.113,-0.147,1.015
14629,0.344,-0.492,1.024
14630,0.303,-0.248,1.010
14631,-0.287,-0.125,0.990
14632,-0.780,-0.002,0.967
14633,-0.651,0.023,1.005
14634,-0.081,0.038,1.022
14635,0.148,0.457,1.023
14636,-0.012,0.118,1.010
14637,0.036,0.084,1.000
14638,0.169,-0.503,0.994
14639,0.009,-0.462,1.006
14640,-0.333,-0.447,1.069
14641,-0.498,0.176,0.992
14642,-0.576,0.388,0.971
14643,0.014,0.430,1.006
14644,0.056,0.332,1.009
14645,0.054,0.347,1.013
14646,-0.081,0.215,1.011
14647,-0.194,0.019,0.999
14648,0.085,-0.018,0.989
14649,0.456,0.165,1.009
14650,0.494,0.216,1.027
14651,-0.107,0.012,1.022
14652,-0.496,-0.304,1.005
14653,0.068,-0.372,1.008
14654,0.233,-0.434,1.003
14655,0.174,-0.064,1.003
14656,-0.278,0.234,1.019
14657,-0.705,0.543,1.044
14658,-0.532,0.129,0.975
14659,0.217,0.012,1.002
14660,0.266,-0.033,1.010
14661,-0.004,-0.003,1.009
14662,0.178,0.179,1.013
14663,0.329,-0.350,1.014
14664,0.179,-0.407,0.998
14665,-0.018,-0.504,0.990
14666,-0.258,-0.435,0.989
14667,-0.563,-0.370,1.005
14668,-0.709,0.239,1.018
14669,-0.151,0.742,1.012
14670,-0.046,0.267,1.011
14671,-0.059,0.218,0.999
14672,0.062,-0.261,1.002
14673,0.016,-0.610,1.056
14674,0.087,-0.345,1.017
14675,-0.016,0.183,0.979
14676,-0.451,0.194,0.987
14677,-0.372,0.243,1.000
14678,-0.002,0.377,1.008
14679,-0.010,0.179,1.010
14680,-0.043,0.106,1.008
14681,-0.121,0.364,0.997
14682,-0.063,0.312,0.980
14683,0.382,0.330,1.009
14684,0.712,0.365,1.045
14685,0.244,-0.151,1.030
14686,-0.521,-0.570,0.998
14687,0.056,-0.294,1.011
14688,0.365,-0.598,1.004
14689,0.438,-0.302,1.013
14690,-0.179,-0.073,1.057
14691,-0.775,0.134,0.980
14692,-0.995,0.227,0.969
14693,-0.483,0.265,0.994
14694,0.459,0.122,1.019
14695,0.129,-0.041,1.011
14696,0.028,-0.163,1.009
14697,0.169,-0.466,1.007
14698,0.107,-0.337,0.994
14699,-0.265,-0.210,0.979
14700,-0.653,-0.048,0.985
14701,-0.767,0.195,1.022
14702,-0.468,0.340,1.019
14703,0.318,0.610,1.024
14704,-0.000,0.032,1.010
14705,-0.042,0.356,1.008
14706,0.050,0.005,1.024
14707,-0.195,-0.430,1.020
14708,-0.079,-0.107,1.015
14709,0.066,0.157,0.980
14710,0.090,0.073,0.994
14711,-0.122,0.352,1.004
14712,-0.304,0.116,1.008
14713,-0.014,-0.017,1.008
14714,0.071,-0.334,1.008
14715,0.085,-0.281,1.003
14716,-0.171,0.251,0.988
14717,-0.507,0.501,0.987
14718,-0.580,0.741,1.012
14719,0.300,0.694,1.055
14720,0.616,-0.539,1.001
14721,-0.096,-0.189,1.009
14722,-0.011,-0.146,1.009
14723,0.044,-0.671,1.016
14724,0.147,-0.586,1.026
14725,0.102,-0.201,1.016
14726,-0.590,0.153,0.980
14727,-1.183,0.489,0.973
14728,-0.903,0.533,0.982
14729,0.456,0.386,1.032
14730,0.414,-0.278,1.019
14731,-0.054,0.216,1.006
14732,0.009,-0.102,0.997
14733,0.037,-0.370,0.992
14734,0.000,-0.322,0.993
14735,-0.082,-0.405,1.030
14736,-0.695,-0.123,1.044
14737,-0.387,0.838,0.994
14738,0.097,0.493,0.989
14739,0.166,0.360,1.023
14740,0.213,0.536,1.016
14741,-0.158,0.092,1.024
14742,-0.223,-0.075,1.009
14743,0.312,-0.163,0.992
14744,0.957,-0.327,1.008
14745,0.503,-0.640,1.017
14746,-1.143,0.009,0.993
14747,-0.104,0.287,1.009
14748,0.137,-0.237,1.010
14749,0.250,-0.049,1.006
14750,-0.015,0.050,0.995
14751,-0.671,0.343,0.989
14752,-0.777,0.884,1.026
14753,0.151,0.359,1.038
14754,0.703,-0.468,1.002
14755,-0.061,-0.221,1.006
14756,-0.044,-0.319,1.007
14757,-0.025,-0.825,1.015
14758,0.151,-0.532,1.020
14759,-0.035,-0.090,1.004
14760,-0.773,0.366,0.983
14761,-1.341,0.581,0.962
14762,-0.809,0.752,1.000
14763,0.595,0.466,1.031
14764,0.546,-0.300,1.020
14765,-0.009,0.081,1.007
14766,0.099,-0.306,0.996
14767,0.098,-0.442,0.987
14768,-0.069,-0.399,1.012
14769,-0.377,-0.338,1.063
14770,-0.709,0.133,0.987
14771,-0.211,0.763,1.004
14772,0.093,0.426,0.984
14773,0.124,0.329,1.023
14774,0.213,0.597,1.023
14775,-0.205,-0.001,1.015
14776,-0.151,-0.048,0.996
14777,0.512,-0.301,1.000
14778,0.969,-0.535,1.016
14779,0.123,-0.625,1.014
14780,-1.047,0.299,0.998
14781,-0.153,0.405,1.007
14782,0.103,0.293,1.005
14783,0.097,0.201,0.996
14784,-0.145,0.265,0.997
14785,-0.123,0.352,1.023
14786,0.393,-0.097,1.065
14787,0.458,-0.300,0.991
14788,-0.468,-0.119,0.993
14789,-0.018,-0.078,1.006
14790,0.020,-0.654,1.013
14791,0.267,-0.758,1.027
14792,0.312,-0.098,1.015
14793,-0.545,0.138,0.986
14794,-1.372,0.366,0.953
14795,-1.140,0.553,0.996
14796,0.158,0.336,1.032
14797,0.930,-0.102,1.030
14798,0.031,-0.109,1.007
14799,0.142,-0.358,0.997
14800,0.093,-0.494,0.988
14801,-0.233,-0.268,1.003
14802,-0.785,0.137,1.069
14803,-0.967,0.266,0.979
14804,-0.255,0.560,0.987
14805,0.646,0.453,1.009
14806,0.034,0.116,1.014
14807,0.180,0.522,1.015
14808,-0.159,-0.116,1.017
14809,-0.186,0.000,0.995
14810,0.153,-0.301,0.990
14811,0.510,-0.100,1.010
14812,0.170,0.236,1.022
14813,-0.573,0.184,1.008
14814,-0.310,-0.065,1.009
14815,0.047,-0.220,1.007
14816,0.067,0.016,0.999
14817,0.000,0.210,0.995
14818,-0.170,0.245,1.019
14819,-0.026,0.062,1.063
14820,0.209,-0.129,0.988
14821,-0.020,0.076,0.993
14822,-0.261,-0.009,1.003
14823,0.013,-0.018,1.010
14824,0.175,-0.421,1.016
14825,0.346,-0.342,1.017
14826,-0.014,-0.196,1.000
14827,-0.558,-0.052,0.967
14828,-0.720,0.013,0.996
14829,-0.376,0.027,1.017
14830,0.116,0.410,1.033
14831,-0.026,0.183,1.009
14832,-0.046,0.244,1.004
14833,0.082,-0.226,0.997
14834,0.075,-0.357,1.002
14835,-0.190,-0.544,1.059
14836,-0.301,-0.138,1.009
14837,-0.392,0.338,0.973
14838,-0.384,0.338,0.992
14839,0.088,0.512,1.009
14840,0.031,0.365,1.014
14841,0.004,0.435,1.011
14842,-0.151,0.054,1.005
14843,-0.032,0.224,0.990
14844,0.360,0.172,0.997
14845,0.783,0.129,1.026
14846,0.561,-0.024,1.039
14847,-0.563,-0.530,1.005
14848,-0.280,-0.128,1.006
14849,0.243,-0.585,1.003
14850,0.333,-0.294,1.004
14851,0.097,-0.122,1.016
14852,-0.691,0.410,1.054
14853,-0.933,0.272,0.966
14854,-0.427,0.124,0.984
14855,0.442,0.011,1.016
14856,0.139,0.013,1.011
14857,0.027,0.070,1.010
14858,0.230,-0.034,1.012
14859,0.240,-0.295,1.006
14860,0.092,-0.441,0.994
14861,-0.107,-0.490,0.984
14862,-0.334,-0.438,1.000
14863,-0.743,-0.244,1.015
14864,-0.396,0.972,1.020
14865,-0.047,0.194,1.009
14866,-0.081,0.425,1.005
14867,-0.004,-0.002,1.000
14868,-0.029,-0.296,1.036
14869,0.003,-0.552,1.033
14870,0.140,0.050,0.990
14871,-0.075,0.134,0.984
14872,-0.421,0.091,0.996
14873,-0.208,0.506,1.005
14874,-0.016,0.118,1.009
14875,0.007,0.243,1.009
14876,-0.022,0.383,1.003
14877,-0.054,0.225,0.982
14878,0.257,0.205,0.996
14879,0.713,0.261,1.041
14880,0.653,0.133,1.040
14881,-0.281,-0.573,1.010
14882,-0.463,-0.270,1.001
14883,0.235,-0.369,1.009
14884,0.250,-0.813,1.008
14885,-0.021,-0.678,1.038
14886,-0.186,-0.218,1.014
14887,-0.942,0.197,0.978
14888,-1.481,0.603,0.962
14889,-0.921,0.684,0.993
14890,0.958,0.275,1.028
14891,0.238,-0.216,1.014
14892,-0.024,0.113,1.009
14893,-0.046,0.069,1.000
14894,-0.093,-0.106,0.988
14895,-0.136,-0.153,0.988
14896,0.044,-0.274,1.013
14897,-0.055,-0.448,1.037
14898,-0.802,0.553,1.024
14899,0.084,0.979,0.992
14900,0.006,-0.047,1.012
14901,0.254,0.538,1.021
14902,0.185,0.370,1.024
14903,-0.179,-0.074,1.018
14904,-0.168,-0.099,1.007
14905,0.341,-0.177,0.990
14906,0.807,-0.333,1.009
14907,0.158,-0.523,1.011
14908,-0.874,0.265,0.996
14909,-0.052,0.158,1.010
14910,0.206,-0.438,1.007
14911,0.226,-0.241,1.006
14912,-0.192,0.155,0.995
14913,-0.860,0.658,0.978
14914,-0.817,1.061,1.017
14915,0.386,0.386,1.050
14916,0.787,-0.704,1.004
14917,-0.069,-0.189,1.006
14918,0.006,-0.263,1.012
14919,0.027,-0.718,1.018
14920,0.147,-0.647,1.021
14921,-0.000,-0.186,1.004
14922,-0.697,0.205,0.983
14923,-1.261,0.405,0.968
14924,-0.871,0.598,0.997
14925,0.577,0.405,1.032
14926,0.228,-0.053,1.015
14927,-0.114,0.426,1.000
14928,-0.039,-0.128,0.996
14929,0.090,-0.373,0.995
14930,0.257,-0.207,1.012
14931,0.317,-0.731,1.052
14932,-0.513,-0.095,1.022
14933,-0.637,0.830,0.981
14934,0.043,0.414,0.991
14935,0.163,0.251,1.023
14936,0.155,0.123,1.023
14937,-0.018,0.132,1.015
14938,-0.246,0.071,0.994
14939,0.068,-0.095,0.993
14940,0.543,-0.267,1.010
14941,0.213,-0.110,1.022
14942,-0.622,0.233,1.004
14943,-0.007,0.105,1.009
14944,0.164,0.141,1.005
14945,0.198,0.064,0.995
14946,-0.031,0.178,0.996
14947,-0.051,0.216,1.026
14948,0.356,-0.093,1.071
14949,0.251,-0.159,0.984
14950,-0.596,-0.280,0.993
14951,-0.018,-0.080,1.007
14952,-0.020,-0.746,1.012
14953,0.212,-0.763,1.024
14954,0.261,-0.186,1.016
14955,-0.493,0.193,0.986
14956,-1.385,0.490,0.958
14957,-1.237,0.677,0.986
14958,0.061,0.528,1.026
14959,1.084,-0.188,1.034
14960,0.042,-0.213,1.008
14961,0.133,-0.405,0.998
14962,0.093,-0.450,0.987
14963,-0.188,-0.282,1.001
14964,-0.646,0.111,1.055
14965,-0.972,0.155,1.000
14966,-0.316,0.539,0.986
14967,0.560,0.517,1.005
14968,0.034,0.115,1.016
14969,0.208,0.586,1.021
14970,-0.119,0.020,1.014
14971,-0.200,-0.027,0.998
14972,0.224,-0.352,0.995
14973,0.746,-0.461,1.006
14974,0.329,-0.123,1.026
14975,-0.834,0.193,1.002
14976,-0.500,0.329,1.002
14977,0.012,-0.016,1.008
14978,0.058,0.331,0.994
14979,-0.063,0.317,0.995
14980,-0.064,0.271,1.017
14981,0.432,-0.102,1.081
14982,0.604,-0.363,0.993
14983,-0.283,-0.107,0.988
14984,-0.390,0.167,1.000
14985,0.073,-0.149,1.012
14986,0.282,-0.570,1.022
14987,0.376,-0.198,1.015
14988,-0.149,-0.155,0.997
14989,-0.760,0.007,0.963
14990,-0.801,0.095,1.000
14991,-0.224,0.065,1.018
14992,0.281,0.343,1.028
14993,-0.006,0.107,1.010
14994,0.014,0.136,1.002
14995,0.164,-0.446,0.994
14996,0.019,-0.450,1.002
14997,-0.247,-0.396,1.057
14998,-0.536,-0.006,1.011
14999,-0.549,0.418,0.973
15000,-0.112,0.313,1.001
15001,0.094,0.466,1.006
15002,0.039,0.262,1.014
15003,-0.032,0.224,1.014
15004,-0.185,0.048,1.000
15005,-0.057,0.106,0.990
15006,0.325,0.197,1.001
15007,0.528,0.244,1.025
15008,0.156,0.130,1.027
15009,-0.510,-0.432,1.006
15010,0.031,-0.246,1.009
15011,0.256,-0.569,1.001
15012,0.224,-0.084,1.003
15013,-0.150,0.102,1.012
15014,-0.687,0.587,1.060
15015,-0.654,0.225,0.972
15016,0.048,0.037,0.994
15017,0.416,-0.071,1.012
15018,-0.029,-0.082,1.009
15019,0.102,0.066,1.013
15020,0.320,-0.266,1.015
15021,0.229,-0.450,1.006
15022,-0.020,-0.478,0.986
15023,-0.327,-0.411,0.986
15024,-0.618,-0.261,1.000
15025,-0.686,0.047,1.017
15026,-0.165,0.864,1.012
15027,-0.028,0.202,1.014
15028,-0.128,0.419,0.999
15029,-0.006,-0.196,0.999
15030,0.080,-0.472,1.034
15031,0.257,-0.667,1.047
15032,0.158,-0.015,0.990
15033,-0.391,0.229,0.981
15034,-0.694,0.243,0.991
15035,-0.027,0.465,1.009
15036,-0.001,0.280,1.011
15037,-0.071,0.136,1.009
15038,-0.129,0.343,0.999
15039,-0.052,0.286,0.980
15040,0.413,0.183,1.005
15041,0.803,0.254,1.042
15042,0.363,-0.026,1.035
15043,-0.715,-0.494,0.997
